"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年03月08日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A110101","","A110102",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A110101_総人口（男）【人】","注釈","A110102_総人口（女）【人】","注釈"
"2007100000","2007年度","15000","新潟県","","2,408,000","","1,165,000","","1,243,000",""
"2007100000","2007年度","16000","富山県","","1,107,000","","534,000","","573,000",""
"2007100000","2007年度","17000","石川県","","1,173,000","","566,000","","606,000",""
"2007100000","2007年度","18000","福井県","","817,000","","395,000","","422,000",""
"2007100000","2007年度","19000","山梨県","","877,000","","430,000","","447,000",""
"2007100000","2007年度","20000","長野県","","2,182,000","","1,061,000","","1,121,000",""
"2007100000","2007年度","21000","岐阜県","","2,104,000","","1,018,000","","1,085,000",""
"2007100000","2007年度","22000","静岡県","","3,796,000","","1,872,000","","1,924,000",""
"2007100000","2007年度","23000","愛知県","","7,357,000","","3,691,000","","3,666,000",""
"2007100000","2007年度","24000","三重県","","1,873,000","","912,000","","961,000",""
"2007100000","2007年度","25000","滋賀県","","1,398,000","","691,000","","707,000",""
"2007100000","2007年度","26000","京都府","","2,643,000","","1,270,000","","1,373,000",""
"2007100000","2007年度","27000","大阪府","","8,839,000","","4,282,000","","4,557,000",""
"2007100000","2007年度","28000","兵庫県","","5,593,000","","2,679,000","","2,914,000",""
"2007100000","2007年度","29000","奈良県","","1,413,000","","671,000","","742,000",""
"2007100000","2007年度","30000","和歌山県","","1,021,000","","480,000","","541,000",""
"2007100000","2007年度","31000","鳥取県","","601,000","","287,000","","314,000",""
"2007100000","2007年度","32000","島根県","","733,000","","349,000","","383,000",""
"2007100000","2007年度","33000","岡山県","","1,956,000","","938,000","","1,017,000",""
"2007100000","2007年度","34000","広島県","","2,874,000","","1,389,000","","1,485,000",""
"2007100000","2007年度","35000","山口県","","1,476,000","","695,000","","780,000",""
"2007100000","2007年度","36000","徳島県","","800,000","","380,000","","420,000",""
"2007100000","2007年度","37000","香川県","","1,006,000","","484,000","","522,000",""
"2007100000","2007年度","38000","愛媛県","","1,453,000","","684,000","","769,000",""
"2007100000","2007年度","39000","高知県","","783,000","","367,000","","415,000",""
"2007100000","2007年度","40000","福岡県","","5,061,000","","2,395,000","","2,666,000",""
"2007100000","2007年度","41000","佐賀県","","860,000","","405,000","","455,000",""
"2007100000","2007年度","42000","長崎県","","1,455,000","","680,000","","776,000",""
"2007100000","2007年度","43000","熊本県","","1,832,000","","861,000","","971,000",""
"2007100000","2007年度","44000","大分県","","1,206,000","","569,000","","637,000",""
"2007100000","2007年度","45000","宮崎県","","1,146,000","","538,000","","607,000",""
"2007100000","2007年度","46000","鹿児島県","","1,733,000","","809,000","","924,000",""
"2007100000","2007年度","47000","沖縄県","","1,374,000","","674,000","","700,000",""
"2006100000","2006年度","00000","全国","","127,901,000","","62,387,000","","65,514,000",""
"2006100000","2006年度","01000","北海道","","5,605,000","","2,661,000","","2,944,000",""
"2006100000","2006年度","02000","青森県","","1,424,000","","672,000","","752,000",""
"2006100000","2006年度","03000","岩手県","","1,375,000","","658,000","","717,000",""
"2006100000","2006年度","04000","宮城県","","2,358,000","","1,147,000","","1,211,000",""
"2006100000","2006年度","05000","秋田県","","1,134,000","","535,000","","599,000",""
"2006100000","2006年度","06000","山形県","","1,207,000","","580,000","","627,000",""
"2006100000","2006年度","07000","福島県","","2,080,000","","1,011,000","","1,069,000",""
"2006100000","2006年度","08000","茨城県","","2,974,000","","1,480,000","","1,494,000",""
"2006100000","2006年度","09000","栃木県","","2,016,000","","1,002,000","","1,015,000",""
"2006100000","2006年度","10000","群馬県","","2,022,000","","996,000","","1,026,000",""
"2006100000","2006年度","11000","埼玉県","","7,079,000","","3,564,000","","3,515,000",""
"2006100000","2006年度","12000","千葉県","","6,084,000","","3,041,000","","3,043,000",""
"2006100000","2006年度","13000","東京都","","12,704,000","","6,322,000","","6,382,000",""
"2006100000","2006年度","14000","神奈川県","","8,846,000","","4,467,000","","4,379,000",""
"2006100000","2006年度","15000","新潟県","","2,420,000","","1,171,000","","1,249,000",""
"2006100000","2006年度","16000","富山県","","1,110,000","","535,000","","575,000",""
"2006100000","2006年度","17000","石川県","","1,173,000","","566,000","","607,000",""
"2006100000","2006年度","18000","福井県","","820,000","","396,000","","423,000",""
"2006100000","2006年度","19000","山梨県","","880,000","","431,000","","449,000",""
"2006100000","2006年度","20000","長野県","","2,189,000","","1,065,000","","1,124,000",""
"2006100000","2006年度","21000","岐阜県","","2,105,000","","1,019,000","","1,086,000",""
"2006100000","2006年度","22000","静岡県","","3,795,000","","1,871,000","","1,924,000",""
"2006100000","2006年度","23000","愛知県","","7,307,000","","3,666,000","","3,641,000",""
"2006100000","2006年度","24000","三重県","","1,872,000","","910,000","","961,000",""
"2006100000","2006年度","25000","滋賀県","","1,390,000","","687,000","","703,000",""
"2006100000","2006年度","26000","京都府","","2,646,000","","1,272,000","","1,374,000",""
"2006100000","2006年度","27000","大阪府","","8,828,000","","4,281,000","","4,547,000",""
"2006100000","2006年度","28000","兵庫県","","5,592,000","","2,679,000","","2,913,000",""
"2006100000","2006年度","29000","奈良県","","1,417,000","","673,000","","743,000",""
"2006100000","2006年度","30000","和歌山県","","1,029,000","","484,000","","545,000",""
"2006100000","2006年度","31000","鳥取県","","604,000","","289,000","","316,000",""
"2006100000","2006年度","32000","島根県","","737,000","","351,000","","386,000",""
"2006100000","2006年度","33000","岡山県","","1,956,000","","939,000","","1,018,000",""
"2006100000","2006年度","34000","広島県","","2,875,000","","1,389,000","","1,486,000",""
"2006100000","2006年度","35000","山口県","","1,484,000","","700,000","","785,000",""
"2006100000","2006年度","36000","徳島県","","806,000","","382,000","","423,000",""
"2006100000","2006年度","37000","香川県","","1,009,000","","485,000","","524,000",""
"2006100000","2006年度","38000","愛媛県","","1,460,000","","688,000","","773,000",""
"2006100000","2006年度","39000","高知県","","790,000","","371,000","","419,000",""
"2006100000","2006年度","40000","福岡県","","5,057,000","","2,396,000","","2,661,000",""
"2006100000","2006年度","41000","佐賀県","","863,000","","406,000","","456,000",""
"2006100000","2006年度","42000","長崎県","","1,467,000","","685,000","","782,000",""
"2006100000","2006年度","43000","熊本県","","1,838,000","","864,000","","974,000",""
"2006100000","2006年度","44000","大分県","","1,207,000","","569,000","","638,000",""
"2006100000","2006年度","45000","宮崎県","","1,150,000","","540,000","","609,000",""
"2006100000","2006年度","46000","鹿児島県","","1,744,000","","815,000","","929,000",""
"2006100000","2006年度","47000","沖縄県","","1,369,000","","672,000","","697,000",""
"2005100000","2005年度","00000","全国","","127,767,994","","62,348,977","","65,419,017",""
"2005100000","2005年度","01000","北海道","","5,627,737","","2,675,033","","2,952,704",""
"2005100000","2005年度","02000","青森県","","1,436,657","","679,077","","757,580",""
"2005100000","2005年度","03000","岩手県","","1,385,041","","663,580","","721,461",""
"2005100000","2005年度","04000","宮城県","","2,360,218","","1,149,172","","1,211,046",""
"2005100000","2005年度","05000","秋田県","","1,145,501","","540,539","","604,962",""
"2005100000","2005年度","06000","山形県","","1,216,181","","585,023","","631,158",""
"2005100000","2005年度","07000","福島県","","2,091,319","","1,016,724","","1,074,595",""
"2005100000","2005年度","08000","茨城県","","2,975,167","","1,479,941","","1,495,226",""
"2005100000","2005年度","09000","栃木県","","2,016,631","","1,002,114","","1,014,517",""
"2005100000","2005年度","10000","群馬県","","2,024,135","","996,346","","1,027,789",""
"2005100000","2005年度","11000","埼玉県","","7,054,243","","3,554,843","","3,499,400",""
"2005100000","2005年度","12000","千葉県","","6,056,462","","3,029,486","","3,026,976",""
"2005100000","2005年度","13000","東京都","","12,576,601","","6,264,895","","6,311,706",""
"2005100000","2005年度","14000","神奈川県","","8,791,597","","4,444,555","","4,347,042",""
"2005100000","2005年度","15000","新潟県","","2,431,459","","1,176,919","","1,254,540",""
"2005100000","2005年度","16000","富山県","","1,111,729","","535,617","","576,112",""
"2005100000","2005年度","17000","石川県","","1,174,026","","567,060","","606,966",""
"2005100000","2005年度","18000","福井県","","821,592","","397,271","","424,321",""
"2005100000","2005年度","19000","山梨県","","884,515","","433,569","","450,946",""
"2005100000","2005年度","20000","長野県","","2,196,114","","1,068,203","","1,127,911",""
"2005100000","2005年度","21000","岐阜県","","2,107,226","","1,020,570","","1,086,656",""
"2005100000","2005年度","22000","静岡県","","3,792,377","","1,868,458","","1,923,919",""
"2005100000","2005年度","23000","愛知県","","7,254,704","","3,638,994","","3,615,710",""
"2005100000","2005年度","24000","三重県","","1,866,963","","907,214","","959,749",""
"2005100000","2005年度","25000","滋賀県","","1,380,361","","681,474","","698,887",""
"2005100000","2005年度","26000","京都府","","2,647,660","","1,272,993","","1,374,667",""
"2005100000","2005年度","27000","大阪府","","8,817,166","","4,280,622","","4,536,544",""
"2005100000","2005年度","28000","兵庫県","","5,590,601","","2,680,288","","2,910,313",""
"2005100000","2005年度","29000","奈良県","","1,421,310","","676,375","","744,935",""
"2005100000","2005年度","30000","和歌山県","","1,035,969","","488,022","","547,947",""
"2005100000","2005年度","31000","鳥取県","","607,012","","290,190","","316,822",""
"2005100000","2005年度","32000","島根県","","742,223","","353,703","","388,520",""
"2005100000","2005年度","33000","岡山県","","1,957,264","","938,600","","1,018,664",""
"2005100000","2005年度","34000","広島県","","2,876,642","","1,390,190","","1,486,452",""
"2005100000","2005年度","35000","山口県","","1,492,606","","703,721","","788,885",""
"2005100000","2005年度","36000","徳島県","","809,950","","384,635","","425,315",""
"2005100000","2005年度","37000","香川県","","1,012,400","","486,108","","526,292",""
"2005100000","2005年度","38000","愛媛県","","1,467,815","","691,677","","776,138",""
"2005100000","2005年度","39000","高知県","","796,292","","374,435","","421,857",""
"2005100000","2005年度","40000","福岡県","","5,049,908","","2,394,094","","2,655,814",""
"2005100000","2005年度","41000","佐賀県","","866,369","","408,230","","458,139",""
"2005100000","2005年度","42000","長崎県","","1,478,632","","691,444","","787,188",""
"2005100000","2005年度","43000","熊本県","","1,842,233","","866,916","","975,317",""
"2005100000","2005年度","44000","大分県","","1,209,571","","569,796","","639,775",""
"2005100000","2005年度","45000","宮崎県","","1,153,042","","542,113","","610,929",""
"2005100000","2005年度","46000","鹿児島県","","1,753,179","","819,646","","933,533",""
"2005100000","2005年度","47000","沖縄県","","1,361,594","","668,502","","693,092",""
"2004100000","2004年度","00000","全国","","127,787,000","","62,380,000","","65,407,000",""
"2004100000","2004年度","01000","北海道","","5,650,000","","2,691,000","","2,959,000",""
"2004100000","2004年度","02000","青森県","","1,448,000","","686,000","","762,000",""
"2004100000","2004年度","03000","岩手県","","1,395,000","","669,000","","726,000",""
"2004100000","2004年度","04000","宮城県","","2,366,000","","1,154,000","","1,213,000",""
"2004100000","2004年度","05000","秋田県","","1,156,000","","546,000","","610,000",""
"2004100000","2004年度","06000","山形県","","1,224,000","","589,000","","635,000",""
"2004100000","2004年度","07000","福島県","","2,102,000","","1,023,000","","1,079,000",""
"2004100000","2004年度","08000","茨城県","","2,982,000","","1,483,000","","1,499,000",""
"2004100000","2004年度","09000","栃木県","","2,016,000","","1,001,000","","1,015,000",""
"2004100000","2004年度","10000","群馬県","","2,027,000","","998,000","","1,029,000",""
"2004100000","2004年度","11000","埼玉県","","7,046,000","","3,551,000","","3,495,000",""
"2004100000","2004年度","12000","千葉県","","6,047,000","","3,027,000","","3,020,000",""
"2004100000","2004年度","13000","東京都","","12,482,000","","6,218,000","","6,265,000",""
"2004100000","2004年度","14000","神奈川県","","8,753,000","","4,426,000","","4,326,000",""
"2004100000","2004年度","15000","新潟県","","2,445,000","","1,184,000","","1,261,000",""
"2004100000","2004年度","16000","富山県","","1,115,000","","537,000","","578,000",""
"2004100000","2004年度","17000","石川県","","1,178,000","","569,000","","608,000",""
"2004100000","2004年度","18000","福井県","","824,000","","399,000","","425,000",""
"2004100000","2004年度","19000","山梨県","","886,000","","434,000","","452,000",""
"2004100000","2004年度","20000","長野県","","2,206,000","","1,074,000","","1,132,000",""
"2004100000","2004年度","21000","岐阜県","","2,108,000","","1,021,000","","1,087,000",""
"2004100000","2004年度","22000","静岡県","","3,791,000","","1,867,000","","1,924,000",""
"2004100000","2004年度","23000","愛知県","","7,209,000","","3,611,000","","3,598,000",""
"2004100000","2004年度","24000","三重県","","1,867,000","","906,000","","960,000",""
"2004100000","2004年度","25000","滋賀県","","1,375,000","","678,000","","696,000",""
"2004100000","2004年度","26000","京都府","","2,650,000","","1,275,000","","1,375,000",""
"2004100000","2004年度","27000","大阪府","","8,825,000","","4,290,000","","4,536,000",""
"2004100000","2004年度","28000","兵庫県","","5,592,000","","2,683,000","","2,909,000",""
"2004100000","2004年度","29000","奈良県","","1,428,000","","681,000","","747,000",""
"2004100000","2004年度","30000","和歌山県","","1,045,000","","493,000","","552,000",""
"2004100000","2004年度","31000","鳥取県","","610,000","","292,000","","318,000",""
"2004100000","2004年度","32000","島根県","","747,000","","357,000","","391,000",""
"2004100000","2004年度","33000","岡山県","","1,959,000","","939,000","","1,019,000",""
"2004100000","2004年度","34000","広島県","","2,879,000","","1,391,000","","1,488,000",""
"2004100000","2004年度","35000","山口県","","1,502,000","","709,000","","793,000",""
"2004100000","2004年度","36000","徳島県","","814,000","","387,000","","427,000",""
"2004100000","2004年度","37000","香川県","","1,016,000","","488,000","","528,000",""
"2004100000","2004年度","38000","愛媛県","","1,475,000","","695,000","","779,000",""
"2004100000","2004年度","39000","高知県","","802,000","","378,000","","424,000",""
"2004100000","2004年度","40000","福岡県","","5,050,000","","2,397,000","","2,653,000",""
"2004100000","2004年度","41000","佐賀県","","870,000","","410,000","","460,000",""
"2004100000","2004年度","42000","長崎県","","1,490,000","","698,000","","792,000",""
"2004100000","2004年度","43000","熊本県","","1,848,000","","871,000","","978,000",""
"2004100000","2004年度","44000","大分県","","1,214,000","","572,000","","642,000",""
"2004100000","2004年度","45000","宮崎県","","1,159,000","","545,000","","614,000",""
"2004100000","2004年度","46000","鹿児島県","","1,763,000","","825,000","","938,000",""
"2004100000","2004年度","47000","沖縄県","","1,353,000","","665,000","","689,000",""
"2003100000","2003年度","00000","全国","","127,694,000","","62,368,000","","65,326,000",""
"2003100000","2003年度","01000","北海道","","5,663,000","","2,700,000","","2,963,000",""
"2003100000","2003年度","02000","青森県","","1,459,000","","692,000","","767,000",""
"2003100000","2003年度","03000","岩手県","","1,401,000","","672,000","","729,000",""
"2003100000","2003年度","04000","宮城県","","2,369,000","","1,156,000","","1,213,000",""
"2003100000","2003年度","05000","秋田県","","1,165,000","","551,000","","614,000",""
"2003100000","2003年度","06000","山形県","","1,230,000","","593,000","","637,000",""
"2003100000","2003年度","07000","福島県","","2,110,000","","1,028,000","","1,082,000",""
"2003100000","2003年度","08000","茨城県","","2,985,000","","1,486,000","","1,500,000",""
"2003100000","2003年度","09000","栃木県","","2,014,000","","1,000,000","","1,014,000",""
"2003100000","2003年度","10000","群馬県","","2,030,000","","1,000,000","","1,030,000",""
"2003100000","2003年度","11000","埼玉県","","7,028,000","","3,544,000","","3,484,000",""
"2003100000","2003年度","12000","千葉県","","6,030,000","","3,021,000","","3,009,000",""
"2003100000","2003年度","13000","東京都","","12,388,000","","6,173,000","","6,216,000",""
"2003100000","2003年度","14000","神奈川県","","8,702,000","","4,405,000","","4,296,000",""
"2003100000","2003年度","15000","新潟県","","2,455,000","","1,189,000","","1,265,000",""
"2003100000","2003年度","16000","富山県","","1,116,000","","538,000","","578,000",""
"2003100000","2003年度","17000","石川県","","1,179,000","","570,000","","609,000",""
"2003100000","2003年度","18000","福井県","","827,000","","400,000","","426,000",""
"2003100000","2003年度","19000","山梨県","","888,000","","436,000","","452,000",""
"2003100000","2003年度","20000","長野県","","2,210,000","","1,077,000","","1,134,000",""
"2003100000","2003年度","21000","岐阜県","","2,110,000","","1,023,000","","1,087,000",""
"2003100000","2003年度","22000","静岡県","","3,790,000","","1,867,000","","1,923,000",""
"2003100000","2003年度","23000","愛知県","","7,170,000","","3,589,000","","3,580,000",""
"2003100000","2003年度","24000","三重県","","1,864,000","","905,000","","959,000",""
"2003100000","2003年度","25000","滋賀県","","1,368,000","","675,000","","693,000",""
"2003100000","2003年度","26000","京都府","","2,650,000","","1,276,000","","1,374,000",""
"2003100000","2003年度","27000","大阪府","","8,824,000","","4,295,000","","4,529,000",""
"2003100000","2003年度","28000","兵庫県","","5,589,000","","2,684,000","","2,905,000",""
"2003100000","2003年度","29000","奈良県","","1,434,000","","684,000","","750,000",""
"2003100000","2003年度","30000","和歌山県","","1,052,000","","497,000","","555,000",""
"2003100000","2003年度","31000","鳥取県","","611,000","","293,000","","319,000",""
"2003100000","2003年度","32000","島根県","","752,000","","359,000","","393,000",""
"2003100000","2003年度","33000","岡山県","","1,958,000","","939,000","","1,019,000",""
"2003100000","2003年度","34000","広島県","","2,879,000","","1,391,000","","1,488,000",""
"2003100000","2003年度","35000","山口県","","1,510,000","","713,000","","798,000",""
"2003100000","2003年度","36000","徳島県","","818,000","","388,000","","429,000",""
"2003100000","2003年度","37000","香川県","","1,018,000","","489,000","","529,000",""
"2003100000","2003年度","38000","愛媛県","","1,481,000","","698,000","","783,000",""
"2003100000","2003年度","39000","高知県","","806,000","","380,000","","426,000",""
"2003100000","2003年度","40000","福岡県","","5,045,000","","2,396,000","","2,648,000",""
"2003100000","2003年度","41000","佐賀県","","872,000","","411,000","","461,000",""
"2003100000","2003年度","42000","長崎県","","1,498,000","","702,000","","795,000",""
"2003100000","2003年度","43000","熊本県","","1,852,000","","873,000","","979,000",""
"2003100000","2003年度","44000","大分県","","1,217,000","","573,000","","644,000",""
"2003100000","2003年度","45000","宮崎県","","1,162,000","","547,000","","615,000",""
"2003100000","2003年度","46000","鹿児島県","","1,770,000","","829,000","","941,000",""
"2003100000","2003年度","47000","沖縄県","","1,345,000","","661,000","","684,000",""
"2002100000","2002年度","00000","全国","","127,486,000","","62,295,000","","65,190,000",""
"2002100000","2002年度","01000","北海道","","5,672,000","","2,708,000","","2,964,000",""
"2002100000","2002年度","02000","青森県","","1,467,000","","697,000","","770,000",""
"2002100000","2002年度","03000","岩手県","","1,407,000","","676,000","","731,000",""
"2002100000","2002年度","04000","宮城県","","2,369,000","","1,157,000","","1,211,000",""
"2002100000","2002年度","05000","秋田県","","1,175,000","","557,000","","618,000",""
"2002100000","2002年度","06000","山形県","","1,236,000","","596,000","","640,000",""
"2002100000","2002年度","07000","福島県","","2,118,000","","1,032,000","","1,086,000",""
"2002100000","2002年度","08000","茨城県","","2,987,000","","1,486,000","","1,500,000",""
"2002100000","2002年度","09000","栃木県","","2,012,000","","999,000","","1,013,000",""
"2002100000","2002年度","10000","群馬県","","2,030,000","","1,000,000","","1,030,000",""
"2002100000","2002年度","11000","埼玉県","","7,000,000","","3,530,000","","3,471,000",""
"2002100000","2002年度","12000","千葉県","","5,998,000","","3,008,000","","2,990,000",""
"2002100000","2002年度","13000","東京都","","12,271,000","","6,116,000","","6,155,000",""
"2002100000","2002年度","14000","神奈川県","","8,636,000","","4,375,000","","4,261,000",""
"2002100000","2002年度","15000","新潟県","","2,462,000","","1,194,000","","1,268,000",""
"2002100000","2002年度","16000","富山県","","1,118,000","","539,000","","579,000",""
"2002100000","2002年度","17000","石川県","","1,180,000","","571,000","","609,000",""
"2002100000","2002年度","18000","福井県","","828,000","","401,000","","427,000",""
"2002100000","2002年度","19000","山梨県","","889,000","","437,000","","453,000",""
"2002100000","2002年度","20000","長野県","","2,215,000","","1,080,000","","1,135,000",""
"2002100000","2002年度","21000","岐阜県","","2,110,000","","1,023,000","","1,087,000",""
"2002100000","2002年度","22000","静岡県","","3,784,000","","1,865,000","","1,920,000",""
"2002100000","2002年度","23000","愛知県","","7,131,000","","3,569,000","","3,563,000",""
"2002100000","2002年度","24000","三重県","","1,863,000","","904,000","","958,000",""
"2002100000","2002年度","25000","滋賀県","","1,361,000","","672,000","","689,000",""
"2002100000","2002年度","26000","京都府","","2,648,000","","1,276,000","","1,372,000",""
"2002100000","2002年度","27000","大阪府","","8,821,000","","4,299,000","","4,522,000",""
"2002100000","2002年度","28000","兵庫県","","5,580,000","","2,682,000","","2,898,000",""
"2002100000","2002年度","29000","奈良県","","1,437,000","","686,000","","750,000",""
"2002100000","2002年度","30000","和歌山県","","1,059,000","","500,000","","558,000",""
"2002100000","2002年度","31000","鳥取県","","612,000","","293,000","","319,000",""
"2002100000","2002年度","32000","島根県","","756,000","","361,000","","395,000",""
"2002100000","2002年度","33000","岡山県","","1,956,000","","938,000","","1,018,000",""
"2002100000","2002年度","34000","広島県","","2,878,000","","1,391,000","","1,487,000",""
"2002100000","2002年度","35000","山口県","","1,517,000","","716,000","","800,000",""
"2002100000","2002年度","36000","徳島県","","820,000","","390,000","","430,000",""
"2002100000","2002年度","37000","香川県","","1,020,000","","490,000","","530,000",""
"2002100000","2002年度","38000","愛媛県","","1,485,000","","700,000","","785,000",""
"2002100000","2002年度","39000","高知県","","810,000","","382,000","","428,000",""
"2002100000","2002年度","40000","福岡県","","5,039,000","","2,395,000","","2,644,000",""
"2002100000","2002年度","41000","佐賀県","","874,000","","413,000","","461,000",""
"2002100000","2002年度","42000","長崎県","","1,505,000","","706,000","","799,000",""
"2002100000","2002年度","43000","熊本県","","1,857,000","","876,000","","981,000",""
"2002100000","2002年度","44000","大分県","","1,219,000","","575,000","","644,000",""
"2002100000","2002年度","45000","宮崎県","","1,165,000","","549,000","","616,000",""
"2002100000","2002年度","46000","鹿児島県","","1,776,000","","832,000","","944,000",""
"2002100000","2002年度","47000","沖縄県","","1,336,000","","657,000","","679,000",""
"2001100000","2001年度","00000","全国","","127,316,000","","62,265,000","","65,051,000",""
"2001100000","2001年度","01000","北海道","","5,680,000","","2,715,000","","2,966,000",""
"2001100000","2001年度","02000","青森県","","1,473,000","","701,000","","772,000",""
"2001100000","2001年度","03000","岩手県","","1,413,000","","680,000","","734,000",""
"2001100000","2001年度","04000","宮城県","","2,369,000","","1,159,000","","1,210,000",""
"2001100000","2001年度","05000","秋田県","","1,183,000","","561,000","","622,000",""
"2001100000","2001年度","06000","山形県","","1,241,000","","599,000","","642,000",""
"2001100000","2001年度","07000","福島県","","2,124,000","","1,036,000","","1,088,000",""
"2001100000","2001年度","08000","茨城県","","2,990,000","","1,490,000","","1,500,000",""
"2001100000","2001年度","09000","栃木県","","2,011,000","","999,000","","1,012,000",""
"2001100000","2001年度","10000","群馬県","","2,029,000","","1,001,000","","1,028,000",""
"2001100000","2001年度","11000","埼玉県","","6,977,000","","3,520,000","","3,457,000",""
"2001100000","2001年度","12000","千葉県","","5,970,000","","2,997,000","","2,973,000",""
"2001100000","2001年度","13000","東京都","","12,165,000","","6,066,000","","6,098,000",""
"2001100000","2001年度","14000","神奈川県","","8,575,000","","4,349,000","","4,226,000",""
"2001100000","2001年度","15000","新潟県","","2,471,000","","1,199,000","","1,272,000",""
"2001100000","2001年度","16000","富山県","","1,120,000","","540,000","","580,000",""
"2001100000","2001年度","17000","石川県","","1,182,000","","572,000","","610,000",""
"2001100000","2001年度","18000","福井県","","830,000","","402,000","","427,000",""
"2001100000","2001年度","19000","山梨県","","890,000","","438,000","","452,000",""
"2001100000","2001年度","20000","長野県","","2,222,000","","1,085,000","","1,137,000",""
"2001100000","2001年度","21000","岐阜県","","2,111,000","","1,024,000","","1,087,000",""
"2001100000","2001年度","22000","静岡県","","3,780,000","","1,863,000","","1,917,000",""
"2001100000","2001年度","23000","愛知県","","7,091,000","","3,551,000","","3,540,000",""
"2001100000","2001年度","24000","三重県","","1,862,000","","905,000","","958,000",""
"2001100000","2001年度","25000","滋賀県","","1,354,000","","669,000","","685,000",""
"2001100000","2001年度","26000","京都府","","2,649,000","","1,279,000","","1,370,000",""
"2001100000","2001年度","27000","大阪府","","8,821,000","","4,305,000","","4,515,000",""
"2001100000","2001年度","28000","兵庫県","","5,572,000","","2,682,000","","2,890,000",""
"2001100000","2001年度","29000","奈良県","","1,442,000","","690,000","","752,000",""
"2001100000","2001年度","30000","和歌山県","","1,065,000","","504,000","","561,000",""
"2001100000","2001年度","31000","鳥取県","","613,000","","294,000","","320,000",""
"2001100000","2001年度","32000","島根県","","760,000","","364,000","","397,000",""
"2001100000","2001年度","33000","岡山県","","1,954,000","","938,000","","1,017,000",""
"2001100000","2001年度","34000","広島県","","2,880,000","","1,392,000","","1,487,000",""
"2001100000","2001年度","35000","山口県","","1,523,000","","720,000","","803,000",""
"2001100000","2001年度","36000","徳島県","","822,000","","391,000","","431,000",""
"2001100000","2001年度","37000","香川県","","1,022,000","","491,000","","531,000",""
"2001100000","2001年度","38000","愛媛県","","1,490,000","","703,000","","787,000",""
"2001100000","2001年度","39000","高知県","","812,000","","383,000","","429,000",""
"2001100000","2001年度","40000","福岡県","","5,030,000","","2,394,000","","2,637,000",""
"2001100000","2001年度","41000","佐賀県","","876,000","","414,000","","462,000",""
"2001100000","2001年度","42000","長崎県","","1,512,000","","710,000","","802,000",""
"2001100000","2001年度","43000","熊本県","","1,860,000","","878,000","","982,000",""
"2001100000","2001年度","44000","大分県","","1,220,000","","575,000","","645,000",""
"2001100000","2001年度","45000","宮崎県","","1,168,000","","551,000","","617,000",""
"2001100000","2001年度","46000","鹿児島県","","1,782,000","","835,000","","946,000",""
"2001100000","2001年度","47000","沖縄県","","1,327,000","","652,000","","675,000",""
"2000100000","2000年度","00000","全国","","126,925,843","","62,110,764","","64,815,079",""
"2000100000","2000年度","01000","北海道","","5,683,062","","2,719,389","","2,963,673",""
"2000100000","2000年度","02000","青森県","","1,475,728","","702,573","","773,155",""
"2000100000","2000年度","03000","岩手県","","1,416,180","","681,238","","734,942",""
"2000100000","2000年度","04000","宮城県","","2,365,320","","1,158,622","","1,206,698",""
"2000100000","2000年度","05000","秋田県","","1,189,279","","564,556","","624,723",""
"2000100000","2000年度","06000","山形県","","1,244,147","","601,372","","642,775",""
"2000100000","2000年度","07000","福島県","","2,126,935","","1,037,787","","1,089,148",""
"2000100000","2000年度","08000","茨城県","","2,985,676","","1,488,340","","1,497,336",""
"2000100000","2000年度","09000","栃木県","","2,004,817","","995,859","","1,008,958",""
"2000100000","2000年度","10000","群馬県","","2,024,852","","999,349","","1,025,503",""
"2000100000","2000年度","11000","埼玉県","","6,938,006","","3,500,224","","3,437,782",""
"2000100000","2000年度","12000","千葉県","","5,926,285","","2,976,984","","2,949,301",""
"2000100000","2000年度","13000","東京都","","12,064,101","","6,028,562","","6,035,539",""
"2000100000","2000年度","14000","神奈川県","","8,489,974","","4,308,786","","4,181,188",""
"2000100000","2000年度","15000","新潟県","","2,475,733","","1,202,004","","1,273,729",""
"2000100000","2000年度","16000","富山県","","1,120,851","","540,212","","580,639",""
"2000100000","2000年度","17000","石川県","","1,180,977","","572,244","","608,733",""
"2000100000","2000年度","18000","福井県","","828,944","","402,367","","426,577",""
"2000100000","2000年度","19000","山梨県","","888,172","","436,837","","451,335",""
"2000100000","2000年度","20000","長野県","","2,215,168","","1,080,986","","1,134,182",""
"2000100000","2000年度","21000","岐阜県","","2,107,700","","1,022,186","","1,085,514",""
"2000100000","2000年度","22000","静岡県","","3,767,393","","1,857,031","","1,910,362",""
"2000100000","2000年度","23000","愛知県","","7,043,300","","3,525,698","","3,517,602",""
"2000100000","2000年度","24000","三重県","","1,857,339","","901,380","","955,959",""
"2000100000","2000年度","25000","滋賀県","","1,342,832","","663,432","","679,400",""
"2000100000","2000年度","26000","京都府","","2,644,391","","1,278,142","","1,366,249",""
"2000100000","2000年度","27000","大阪府","","8,805,081","","4,304,059","","4,501,022",""
"2000100000","2000年度","28000","兵庫県","","5,550,574","","2,674,625","","2,875,949",""
"2000100000","2000年度","29000","奈良県","","1,442,795","","691,098","","751,697",""
