"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A110101","","A110102",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A110101_総人口（男）【人】","注釈","A110102_総人口（女）【人】","注釈"
"1990100000","1990年度","01404","北海道 神恵内村","","1,596","","***","","***",""
"1990100000","1990年度","01405","北海道 積丹町","","4,012","","***","","***",""
"1990100000","1990年度","01406","北海道 古平町","","4,967","","***","","***",""
"1990100000","1990年度","01407","北海道 仁木町","","4,595","","***","","***",""
"1990100000","1990年度","01408","北海道 余市町","","25,266","","***","","***",""
"1990100000","1990年度","01409","北海道 赤井川村","","1,470","","***","","***",""
"1990100000","1990年度","01423","北海道 南幌町","","5,665","","***","","***",""
"1990100000","1990年度","01424","北海道 奈井江町","","8,075","","***","","***",""
"1990100000","1990年度","01425","北海道 上砂川町","","6,440","","***","","***",""
"1990100000","1990年度","01427","北海道 由仁町","","7,809","","***","","***",""
"1990100000","1990年度","01428","北海道 長沼町","","12,282","","***","","***",""
"1990100000","1990年度","01429","北海道 栗山町","","16,101","","***","","***",""
"1990100000","1990年度","01430","北海道 月形町","","5,537","","***","","***",""
"1990100000","1990年度","01431","北海道 浦臼町","","3,058","","***","","***",""
"1990100000","1990年度","01432","北海道 新十津川町","","8,787","","***","","***",""
"1990100000","1990年度","01433","北海道 妹背牛町","","5,002","","***","","***",""
"1990100000","1990年度","01434","北海道 秩父別町","","3,735","","***","","***",""
"1990100000","1990年度","01436","北海道 雨竜町","","3,981","","***","","***",""
"1990100000","1990年度","01437","北海道 北竜町","","3,009","","***","","***",""
"1990100000","1990年度","01438","北海道 沼田町","","5,206","","***","","***",""
"1990100000","1990年度","01452","北海道 鷹栖町","","6,930","","***","","***",""
"1990100000","1990年度","01453","北海道 東神楽町","","5,763","","***","","***",""
"1990100000","1990年度","01454","北海道 当麻町","","8,383","","***","","***",""
"1990100000","1990年度","01455","北海道 比布町","","5,004","","***","","***",""
"1990100000","1990年度","01456","北海道 愛別町","","4,735","","***","","***",""
"1990100000","1990年度","01457","北海道 上川町","","6,668","","***","","***",""
"1990100000","1990年度","01458","北海道 東川町","","7,418","","***","","***",""
"1990100000","1990年度","01459","北海道 美瑛町","","12,769","","***","","***",""
"1990100000","1990年度","01460","北海道 上富良野町","","13,265","","***","","***",""
"1990100000","1990年度","01461","北海道 中富良野町","","6,331","","***","","***",""
"1990100000","1990年度","01462","北海道 南富良野町","","3,650","","***","","***",""
"1990100000","1990年度","01463","北海道 占冠村","","2,721","","***","","***",""
"1990100000","1990年度","01464","北海道 和寒町","","5,623","","***","","***",""
"1990100000","1990年度","01465","北海道 剣淵町","","4,703","","***","","***",""
"1990100000","1990年度","01468","北海道 下川町","","5,065","","***","","***",""
"1990100000","1990年度","01469","北海道 美深町","","7,103","","***","","***",""
"1990100000","1990年度","01470","北海道 音威子府村","","1,584","","***","","***",""
"1990100000","1990年度","01471","北海道 中川町","","2,788","","***","","***",""
"1990100000","1990年度","01472","北海道 幌加内町","","2,633","","***","","***",""
"1990100000","1990年度","01481","北海道 増毛町","","7,166","","***","","***",""
"1990100000","1990年度","01482","北海道 小平町","","5,334","","***","","***",""
"1990100000","1990年度","01483","北海道 苫前町","","5,251","","***","","***",""
"1990100000","1990年度","01484","北海道 羽幌町","","10,944","","***","","***",""
"1990100000","1990年度","01485","北海道 初山別村","","2,057","","***","","***",""
"1990100000","1990年度","01486","北海道 遠別町","","4,414","","***","","***",""
"1990100000","1990年度","01487","北海道 天塩町","","5,340","","***","","***",""
"1990100000","1990年度","01511","北海道 猿払村","","3,206","","***","","***",""
"1990100000","1990年度","01512","北海道 浜頓別町","","5,573","","***","","***",""
"1990100000","1990年度","01513","北海道 中頓別町","","3,056","","***","","***",""
"1990100000","1990年度","01514","北海道 枝幸町","","11,819","","***","","***",""
"1990100000","1990年度","01516","北海道 豊富町","","5,947","","***","","***",""
"1990100000","1990年度","01517","北海道 礼文町","","5,121","","***","","***",""
"1990100000","1990年度","01518","北海道 利尻町","","4,714","","***","","***",""
"1990100000","1990年度","01519","北海道 利尻富士町","","5,110","","***","","***",""
"1990100000","1990年度","01520","北海道 幌延町","","3,327","","***","","***",""
"1990100000","1990年度","01543","北海道 美幌町","","25,680","","***","","***",""
"1990100000","1990年度","01544","北海道 津別町","","8,061","","***","","***",""
"1990100000","1990年度","01545","北海道 斜里町","","15,182","","***","","***",""
"1990100000","1990年度","01546","北海道 清里町","","6,204","","***","","***",""
"1990100000","1990年度","01547","北海道 小清水町","","6,758","","***","","***",""
"1990100000","1990年度","01549","北海道 訓子府町","","7,196","","***","","***",""
"1990100000","1990年度","01550","北海道 置戸町","","4,901","","***","","***",""
"1990100000","1990年度","01552","北海道 佐呂間町","","7,801","","***","","***",""
"1990100000","1990年度","01555","北海道 遠軽町","","26,735","","***","","***",""
"1990100000","1990年度","01559","北海道 湧別町","","12,692","","***","","***",""
"1990100000","1990年度","01560","北海道 滝上町","","4,499","","***","","***",""
"1990100000","1990年度","01561","北海道 興部町","","5,695","","***","","***",""
"1990100000","1990年度","01562","北海道 西興部村","","1,310","","***","","***",""
"1990100000","1990年度","01563","北海道 雄武町","","6,357","","***","","***",""
"1990100000","1990年度","01564","北海道 大空町","","9,238","","***","","***",""
"1990100000","1990年度","01571","北海道 豊浦町","","5,790","","***","","***",""
"1990100000","1990年度","01575","北海道 壮瞥町","","4,123","","***","","***",""
"1990100000","1990年度","01578","北海道 白老町","","23,229","","***","","***",""
"1990100000","1990年度","01581","北海道 厚真町","","6,183","","***","","***",""
"1990100000","1990年度","01584","北海道 洞爺湖町","","13,113","","***","","***",""
"1990100000","1990年度","01585","北海道 安平町","","9,519","","***","","***",""
"1990100000","1990年度","01586","北海道 むかわ町","","12,871","","***","","***",""
"1990100000","1990年度","01601","北海道 日高町","","16,976","","***","","***",""
"1990100000","1990年度","01602","北海道 平取町","","7,352","","***","","***",""
"1990100000","1990年度","01604","北海道 新冠町","","6,947","","***","","***",""
"1990100000","1990年度","01607","北海道 浦河町","","17,862","","***","","***",""
"1990100000","1990年度","01608","北海道 様似町","","7,159","","***","","***",""
"1990100000","1990年度","01609","北海道 えりも町","","7,034","","***","","***",""
"1990100000","1990年度","01610","北海道 新ひだか町","","30,262","","***","","***",""
"1990100000","1990年度","01631","北海道 音更町","","33,977","","***","","***",""
"1990100000","1990年度","01632","北海道 士幌町","","7,149","","***","","***",""
"1990100000","1990年度","01633","北海道 上士幌町","","6,380","","***","","***",""
"1990100000","1990年度","01634","北海道 鹿追町","","6,307","","***","","***",""
"1990100000","1990年度","01635","北海道 新得町","","8,412","","***","","***",""
"1990100000","1990年度","01636","北海道 清水町","","12,033","","***","","***",""
"1990100000","1990年度","01637","北海道 芽室町","","16,577","","***","","***",""
"1990100000","1990年度","01638","北海道 中札内村","","4,277","","***","","***",""
"1990100000","1990年度","01639","北海道 更別村","","3,433","","***","","***",""
"1990100000","1990年度","01641","北海道 大樹町","","7,483","","***","","***",""
"1990100000","1990年度","01642","北海道 広尾町","","10,346","","***","","***",""
"1990100000","1990年度","01643","北海道 幕別町","","23,408","","***","","***",""
"1990100000","1990年度","01644","北海道 池田町","","9,809","","***","","***",""
"1990100000","1990年度","01645","北海道 豊頃町","","5,050","","***","","***",""
"1990100000","1990年度","01646","北海道 本別町","","11,484","","***","","***",""
"1990100000","1990年度","01647","北海道 足寄町","","10,289","","***","","***",""
"1990100000","1990年度","01648","北海道 陸別町","","3,902","","***","","***",""
"1990100000","1990年度","01649","北海道 浦幌町","","8,395","","***","","***",""
"1990100000","1990年度","01661","北海道 釧路町","","19,008","","***","","***",""
"1990100000","1990年度","01662","北海道 厚岸町","","14,093","","***","","***",""
"1990100000","1990年度","01663","北海道 浜中町","","8,395","","***","","***",""
"1990100000","1990年度","01664","北海道 標茶町","","10,701","","***","","***",""
"1990100000","1990年度","01665","北海道 弟子屈町","","10,630","","***","","***",""
"1990100000","1990年度","01667","北海道 鶴居村","","2,829","","***","","***",""
"1990100000","1990年度","01668","北海道 白糠町","","13,301","","***","","***",""
"1990100000","1990年度","01691","北海道 別海町","","18,297","","***","","***",""
"1990100000","1990年度","01692","北海道 中標津町","","21,900","","***","","***",""
"1990100000","1990年度","01693","北海道 標津町","","7,310","","***","","***",""
"1990100000","1990年度","01694","北海道 羅臼町","","7,805","","***","","***",""
"1990100000","1990年度","02201","青森県 青森市","","308,782","","***","","***",""
"1990100000","1990年度","02202","青森県 弘前市","","191,217","","***","","***",""
"1990100000","1990年度","02203","青森県 八戸市","","247,983","","***","","***",""
"1990100000","1990年度","02204","青森県 黒石市","","39,213","","***","","***",""
"1990100000","1990年度","02205","青森県 五所川原市","","63,843","","***","","***",""
"1990100000","1990年度","02206","青森県 十和田市","","68,097","","***","","***",""
"1990100000","1990年度","02207","青森県 三沢市","","41,342","","***","","***",""
"1990100000","1990年度","02208","青森県 むつ市","","68,637","","***","","***",""
"1990100000","1990年度","02209","青森県 つがる市","","43,699","","***","","***",""
"1990100000","1990年度","02210","青森県 平川市","","37,948","","***","","***",""
"1990100000","1990年度","02301","青森県 平内町","","16,103","","***","","***",""
"1990100000","1990年度","02303","青森県 今別町","","4,978","","***","","***",""
"1990100000","1990年度","02304","青森県 蓬田村","","4,052","","***","","***",""
"1990100000","1990年度","02307","青森県 外ヶ浜町","","10,663","","***","","***",""
"1990100000","1990年度","02321","青森県 鰺ヶ沢町","","14,899","","***","","***",""
"1990100000","1990年度","02323","青森県 深浦町","","13,335","","***","","***",""
"1990100000","1990年度","02343","青森県 西目屋村","","2,225","","***","","***",""
"1990100000","1990年度","02361","青森県 藤崎町","","17,139","","***","","***",""
"1990100000","1990年度","02362","青森県 大鰐町","","14,751","","***","","***",""
"1990100000","1990年度","02367","青森県 田舎館村","","9,370","","***","","***",""
"1990100000","1990年度","02381","青森県 板柳町","","17,766","","***","","***",""
"1990100000","1990年度","02384","青森県 鶴田町","","16,306","","***","","***",""
"1990100000","1990年度","02387","青森県 中泊町","","17,354","","***","","***",""
"1990100000","1990年度","02401","青森県 野辺地町","","16,750","","***","","***",""
"1990100000","1990年度","02402","青森県 七戸町","","21,237","","***","","***",""
"1990100000","1990年度","02405","青森県 六戸町","","10,615","","***","","***",""
"1990100000","1990年度","02406","青森県 横浜町","","6,126","","***","","***",""
"1990100000","1990年度","02408","青森県 東北町","","21,553","","***","","***",""
"1990100000","1990年度","02411","青森県 六ヶ所村","","10,071","","***","","***",""
"1990100000","1990年度","02412","青森県 おいらせ町","","19,120","","***","","***",""
"1990100000","1990年度","02423","青森県 大間町","","7,125","","***","","***",""
"1990100000","1990年度","02424","青森県 東通村","","8,794","","***","","***",""
"1990100000","1990年度","02425","青森県 風間浦村","","3,295","","***","","***",""
"1990100000","1990年度","02426","青森県 佐井村","","3,348","","***","","***",""
"1990100000","1990年度","02441","青森県 三戸町","","14,440","","***","","***",""
"1990100000","1990年度","02442","青森県 五戸町","","22,525","","***","","***",""
"1990100000","1990年度","02443","青森県 田子町","","8,106","","***","","***",""
"1990100000","1990年度","02445","青森県 南部町","","23,383","","***","","***",""
"1990100000","1990年度","02446","青森県 階上町","","12,959","","***","","***",""
"1990100000","1990年度","02450","青森県 新郷村","","3,724","","***","","***",""
"1990100000","1990年度","03201","岩手県 盛岡市","","292,632","","***","","***",""
"1990100000","1990年度","03202","岩手県 宮古市","","72,538","","***","","***",""
"1990100000","1990年度","03203","岩手県 大船渡市","","47,219","","***","","***",""
"1990100000","1990年度","03205","岩手県 花巻市","","106,727","","***","","***",""
"1990100000","1990年度","03206","岩手県 北上市","","82,902","","***","","***",""
"1990100000","1990年度","03207","岩手県 久慈市","","42,758","","***","","***",""
"1990100000","1990年度","03208","岩手県 遠野市","","34,923","","***","","***",""
"1990100000","1990年度","03209","岩手県 一関市","","144,896","","***","","***",""
"1990100000","1990年度","03210","岩手県 陸前高田市","","27,242","","***","","***",""
"1990100000","1990年度","03211","岩手県 釜石市","","52,484","","***","","***",""
"1990100000","1990年度","03213","岩手県 二戸市","","35,017","","***","","***",""
"1990100000","1990年度","03214","岩手県 八幡平市","","33,287","","***","","***",""
"1990100000","1990年度","03215","岩手県 奥州市","","132,116","","***","","***",""
"1990100000","1990年度","03216","岩手県 滝沢市","","38,108","","***","","***",""
"1990100000","1990年度","03301","岩手県 雫石町","","19,013","","***","","***",""
"1990100000","1990年度","03302","岩手県 葛巻町","","10,364","","***","","***",""
"1990100000","1990年度","03303","岩手県 岩手町","","19,141","","***","","***",""
"1990100000","1990年度","03321","岩手県 紫波町","","29,856","","***","","***",""
"1990100000","1990年度","03322","岩手県 矢巾町","","19,920","","***","","***",""
"1990100000","1990年度","03366","岩手県 西和賀町","","8,973","","***","","***",""
"1990100000","1990年度","03381","岩手県 金ケ崎町","","15,672","","***","","***",""
"1990100000","1990年度","03402","岩手県 平泉町","","9,493","","***","","***",""
"1990100000","1990年度","03441","岩手県 住田町","","8,228","","***","","***",""
"1990100000","1990年度","03461","岩手県 大槌町","","19,074","","***","","***",""
"1990100000","1990年度","03482","岩手県 山田町","","22,925","","***","","***",""
"1990100000","1990年度","03483","岩手県 岩泉町","","15,164","","***","","***",""
"1990100000","1990年度","03484","岩手県 田野畑村","","5,019","","***","","***",""
"1990100000","1990年度","03485","岩手県 普代村","","3,909","","***","","***",""
"1990100000","1990年度","03501","岩手県 軽米町","","12,646","","***","","***",""
"1990100000","1990年度","03503","岩手県 野田村","","5,285","","***","","***",""
"1990100000","1990年度","03506","岩手県 九戸村","","7,985","","***","","***",""
"1990100000","1990年度","03507","岩手県 洋野町","","22,802","","***","","***",""
"1990100000","1990年度","03524","岩手県 一戸町","","18,610","","***","","***",""
"1990100000","1990年度","04100","宮城県 仙台市","","918,398","","***","","***",""
"1990100000","1990年度","04101","宮城県 仙台市 青葉区","","259,998","","***","","***",""
"1990100000","1990年度","04102","宮城県 仙台市 宮城野区","","172,718","","***","","***",""
"1990100000","1990年度","04103","宮城県 仙台市 若林区","","129,436","","***","","***",""
"1990100000","1990年度","04104","宮城県 仙台市 太白区","","199,890","","***","","***",""
"1990100000","1990年度","04105","宮城県 仙台市 泉区","","156,356","","***","","***",""
"1990100000","1990年度","04202","宮城県 石巻市","","182,911","","***","","***",""
"1990100000","1990年度","04203","宮城県 塩竈市","","62,025","","***","","***",""
"1990100000","1990年度","04205","宮城県 気仙沼市","","88,152","","***","","***",""
"1990100000","1990年度","04206","宮城県 白石市","","42,030","","***","","***",""
"1990100000","1990年度","04207","宮城県 名取市","","53,732","","***","","***",""
"1990100000","1990年度","04208","宮城県 角田市","","35,431","","***","","***",""
"1990100000","1990年度","04209","宮城県 多賀城市","","58,456","","***","","***",""
"1990100000","1990年度","04211","宮城県 岩沼市","","38,091","","***","","***",""
"1990100000","1990年度","04212","宮城県 登米市","","98,231","","***","","***",""
"1990100000","1990年度","04213","宮城県 栗原市","","91,852","","***","","***",""
"1990100000","1990年度","04214","宮城県 東松島市","","40,424","","***","","***",""
"1990100000","1990年度","04215","宮城県 大崎市","","135,208","","***","","***",""
"1990100000","1990年度","04216","宮城県 富谷市","","24,611","","***","","***",""
"1990100000","1990年度","04301","宮城県 蔵王町","","14,074","","***","","***",""
"1990100000","1990年度","04302","宮城県 七ヶ宿町","","2,208","","***","","***",""
"1990100000","1990年度","04321","宮城県 大河原町","","20,901","","***","","***",""
"1990100000","1990年度","04322","宮城県 村田町","","13,632","","***","","***",""
"1990100000","1990年度","04323","宮城県 柴田町","","37,315","","***","","***",""
"1990100000","1990年度","04324","宮城県 川崎町","","10,797","","***","","***",""
"1990100000","1990年度","04341","宮城県 丸森町","","19,755","","***","","***",""
"1990100000","1990年度","04361","宮城県 亘理町","","30,301","","***","","***",""
"1990100000","1990年度","04362","宮城県 山元町","","18,268","","***","","***",""
"1990100000","1990年度","04401","宮城県 松島町","","17,431","","***","","***",""
"1990100000","1990年度","04404","宮城県 七ヶ浜町","","19,523","","***","","***",""
"1990100000","1990年度","04406","宮城県 利府町","","16,321","","***","","***",""
"1990100000","1990年度","04421","宮城県 大和町","","18,814","","***","","***",""
"1990100000","1990年度","04422","宮城県 大郷町","","10,426","","***","","***",""
"1990100000","1990年度","04424","宮城県 大衡村","","5,885","","***","","***",""
"1990100000","1990年度","04444","宮城県 色麻町","","8,717","","***","","***",""
"1990100000","1990年度","04445","宮城県 加美町","","30,184","","***","","***",""
"1990100000","1990年度","04501","宮城県 涌谷町","","20,871","","***","","***",""
"1990100000","1990年度","04505","宮城県 美里町","","28,164","","***","","***",""
"1990100000","1990年度","04581","宮城県 女川町","","14,018","","***","","***",""
"1990100000","1990年度","04606","宮城県 南三陸町","","21,401","","***","","***",""
"1990100000","1990年度","05201","秋田県 秋田市","","322,698","","***","","***",""
"1990100000","1990年度","05202","秋田県 能代市","","69,516","","***","","***",""
"1990100000","1990年度","05203","秋田県 横手市","","115,761","","***","","***",""
"1990100000","1990年度","05204","秋田県 大館市","","90,098","","***","","***",""
"1990100000","1990年度","05206","秋田県 男鹿市","","42,723","","***","","***",""
"1990100000","1990年度","05207","秋田県 湯沢市","","62,537","","***","","***",""
"1990100000","1990年度","05209","秋田県 鹿角市","","42,407","","***","","***",""
"1990100000","1990年度","05210","秋田県 由利本荘市","","95,489","","***","","***",""
"1990100000","1990年度","05211","秋田県 潟上市","","33,470","","***","","***",""
"1990100000","1990年度","05212","秋田県 大仙市","","103,564","","***","","***",""
"1990100000","1990年度","05213","秋田県 北秋田市","","46,660","","***","","***",""
"1990100000","1990年度","05214","秋田県 にかほ市","","31,838","","***","","***",""
"1990100000","1990年度","05215","秋田県 仙北市","","36,297","","***","","***",""
"1990100000","1990年度","05303","秋田県 小坂町","","8,035","","***","","***",""
"1990100000","1990年度","05327","秋田県 上小阿仁村","","3,746","","***","","***",""
"1990100000","1990年度","05346","秋田県 藤里町","","5,291","","***","","***",""
"1990100000","1990年度","05348","秋田県 三種町","","24,151","","***","","***",""
"1990100000","1990年度","05349","秋田県 八峰町","","10,677","","***","","***",""
"1990100000","1990年度","05361","秋田県 五城目町","","14,161","","***","","***",""
"1990100000","1990年度","05363","秋田県 八郎潟町","","8,152","","***","","***",""
"1990100000","1990年度","05366","秋田県 井川町","","6,294","","***","","***",""
"1990100000","1990年度","05368","秋田県 大潟村","","3,286","","***","","***",""
"1990100000","1990年度","05434","秋田県 美郷町","","25,987","","***","","***",""
"1990100000","1990年度","05463","秋田県 羽後町","","20,906","","***","","***",""
"1990100000","1990年度","05464","秋田県 東成瀬村","","3,734","","***","","***",""
"1990100000","1990年度","06201","山形県 山形市","","249,487","","***","","***",""
"1990100000","1990年度","06202","山形県 米沢市","","94,760","","***","","***",""
"1990100000","1990年度","06203","山形県 鶴岡市","","150,840","","***","","***",""
"1990100000","1990年度","06204","山形県 酒田市","","122,850","","***","","***",""
"1990100000","1990年度","06205","山形県 新庄市","","43,125","","***","","***",""
"1990100000","1990年度","06206","山形県 寒河江市","","42,076","","***","","***",""
"1990100000","1990年度","06207","山形県 上山市","","38,237","","***","","***",""
"1990100000","1990年度","06208","山形県 村山市","","31,589","","***","","***",""
"1990100000","1990年度","06209","山形県 長井市","","33,260","","***","","***",""
"1990100000","1990年度","06210","山形県 天童市","","57,339","","***","","***",""
"1990100000","1990年度","06211","山形県 東根市","","42,751","","***","","***",""
"1990100000","1990年度","06212","山形県 尾花沢市","","23,909","","***","","***",""
"1990100000","1990年度","06213","山形県 南陽市","","36,977","","***","","***",""
"1990100000","1990年度","06301","山形県 山辺町","","15,016","","***","","***",""
"1990100000","1990年度","06302","山形県 中山町","","11,773","","***","","***",""
"1990100000","1990年度","06321","山形県 河北町","","22,287","","***","","***",""
"1990100000","1990年度","06322","山形県 西川町","","8,554","","***","","***",""
"1990100000","1990年度","06323","山形県 朝日町","","10,417","","***","","***",""
"1990100000","1990年度","06324","山形県 大江町","","10,724","","***","","***",""
"1990100000","1990年度","06341","山形県 大石田町","","10,292","","***","","***",""
"1990100000","1990年度","06361","山形県 金山町","","7,886","","***","","***",""
"1990100000","1990年度","06362","山形県 最上町","","12,541","","***","","***",""
"1990100000","1990年度","06363","山形県 舟形町","","7,806","","***","","***",""
"1990100000","1990年度","06364","山形県 真室川町","","12,230","","***","","***",""
"1990100000","1990年度","06365","山形県 大蔵村","","4,982","","***","","***",""
"1990100000","1990年度","06366","山形県 鮭川村","","6,396","","***","","***",""
"1990100000","1990年度","06367","山形県 戸沢村","","7,248","","***","","***",""
"1990100000","1990年度","06381","山形県 高畠町","","27,510","","***","","***",""
"1990100000","1990年度","06382","山形県 川西町","","21,548","","***","","***",""
"1990100000","1990年度","06401","山形県 小国町","","11,315","","***","","***",""
"1990100000","1990年度","06402","山形県 白鷹町","","18,112","","***","","***",""
"1990100000","1990年度","06403","山形県 飯豊町","","9,880","","***","","***",""
"1990100000","1990年度","06426","山形県 三川町","","8,263","","***","","***",""
"1990100000","1990年度","06428","山形県 庄内町","","26,705","","***","","***",""
"1990100000","1990年度","06461","山形県 遊佐町","","19,705","","***","","***",""
"1990100000","1990年度","07201","福島県 福島市","","284,768","","***","","***",""
"1990100000","1990年度","07202","福島県 会津若松市","","136,336","","***","","***",""
"1990100000","1990年度","07203","福島県 郡山市","","314,642","","***","","***",""
"1990100000","1990年度","07204","福島県 いわき市","","355,812","","***","","***",""
"1990100000","1990年度","07205","福島県 白河市","","63,839","","***","","***",""
"1990100000","1990年度","07207","福島県 須賀川市","","73,107","","***","","***",""
"1990100000","1990年度","07208","福島県 喜多方市","","59,817","","***","","***",""
"1990100000","1990年度","07209","福島県 相馬市","","39,134","","***","","***",""
"1990100000","1990年度","07210","福島県 二本松市","","66,988","","***","","***",""
"1990100000","1990年度","07211","福島県 田村市","","46,758","","***","","***",""
"1990100000","1990年度","07212","福島県 南相馬市","","77,253","","***","","***",""
"1990100000","1990年度","07213","福島県 伊達市","","74,200","","***","","***",""
"1990100000","1990年度","07214","福島県 本宮市","","29,144","","***","","***",""
"1990100000","1990年度","07301","福島県 桑折町","","14,692","","***","","***",""
"1990100000","1990年度","07303","福島県 国見町","","11,888","","***","","***",""
"1990100000","1990年度","07308","福島県 川俣町","","20,001","","***","","***",""
"1990100000","1990年度","07322","福島県 大玉村","","8,163","","***","","***",""
"1990100000","1990年度","07342","福島県 鏡石町","","12,130","","***","","***",""
"1990100000","1990年度","07344","福島県 天栄村","","6,964","","***","","***",""
"1990100000","1990年度","07362","福島県 下郷町","","8,537","","***","","***",""
"1990100000","1990年度","07364","福島県 檜枝岐村","","702","","***","","***",""
"1990100000","1990年度","07367","福島県 只見町","","6,170","","***","","***",""
"1990100000","1990年度","07368","福島県 南会津町","","22,548","","***","","***",""
"1990100000","1990年度","07402","福島県 北塩原村","","3,812","","***","","***",""
"1990100000","1990年度","07405","福島県 西会津町","","10,122","","***","","***",""
"1990100000","1990年度","07407","福島県 磐梯町","","4,338","","***","","***",""
"1990100000","1990年度","07408","福島県 猪苗代町","","18,839","","***","","***",""
"1990100000","1990年度","07421","福島県 会津坂下町","","20,332","","***","","***",""
"1990100000","1990年度","07422","福島県 湯川村","","3,683","","***","","***",""
"1990100000","1990年度","07423","福島県 柳津町","","5,343","","***","","***",""
"1990100000","1990年度","07444","福島県 三島町","","2,883","","***","","***",""
"1990100000","1990年度","07445","福島県 金山町","","3,945","","***","","***",""
"1990100000","1990年度","07446","福島県 昭和村","","2,167","","***","","***",""
"1990100000","1990年度","07447","福島県 会津美里町","","27,211","","***","","***",""
"1990100000","1990年度","07461","福島県 西郷村","","16,194","","***","","***",""
"1990100000","1990年度","07464","福島県 泉崎村","","6,656","","***","","***",""
"1990100000","1990年度","07465","福島県 中島村","","4,885","","***","","***",""
"1990100000","1990年度","07466","福島県 矢吹町","","18,642","","***","","***",""
"1990100000","1990年度","07481","福島県 棚倉町","","16,606","","***","","***",""
"1990100000","1990年度","07482","福島県 矢祭町","","7,596","","***","","***",""
"1990100000","1990年度","07483","福島県 塙町","","11,926","","***","","***",""
"1990100000","1990年度","07484","福島県 鮫川村","","5,219","","***","","***",""
"1990100000","1990年度","07501","福島県 石川町","","21,534","","***","","***",""
"1990100000","1990年度","07502","福島県 玉川村","","7,631","","***","","***",""
"1990100000","1990年度","07503","福島県 平田村","","8,523","","***","","***",""
"1990100000","1990年度","07504","福島県 浅川町","","7,727","","***","","***",""
"1990100000","1990年度","07505","福島県 古殿町","","7,617","","***","","***",""
"1990100000","1990年度","07521","福島県 三春町","","19,205","","***","","***",""
"1990100000","1990年度","07522","福島県 小野町","","13,431","","***","","***",""
"1990100000","1990年度","07541","福島県 広野町","","5,591","","***","","***",""
"1990100000","1990年度","07542","福島県 楢葉町","","8,322","","***","","***",""
"1990100000","1990年度","07543","福島県 富岡町","","15,861","","***","","***",""
"1990100000","1990年度","07544","福島県 川内村","","3,933","","***","","***",""
"1990100000","1990年度","07545","福島県 大熊町","","10,304","","***","","***",""
"1990100000","1990年度","07546","福島県 双葉町","","8,182","","***","","***",""
"1990100000","1990年度","07547","福島県 浪江町","","23,515","","***","","***",""
"1990100000","1990年度","07548","福島県 葛尾村","","1,866","","***","","***",""
"1990100000","1990年度","07561","福島県 新地町","","8,904","","***","","***",""
"1990100000","1990年度","07564","福島県 飯舘村","","7,920","","***","","***",""
"1990100000","1990年度","08201","茨城県 水戸市","","260,456","","***","","***",""
"1990100000","1990年度","08202","茨城県 日立市","","215,069","","***","","***",""
"1990100000","1990年度","08203","茨城県 土浦市","","137,053","","***","","***",""
"1990100000","1990年度","08204","茨城県 古河市","","139,239","","***","","***",""
"1990100000","1990年度","08205","茨城県 石岡市","","80,035","","***","","***",""
"1990100000","1990年度","08207","茨城県 結城市","","53,288","","***","","***",""
"1990100000","1990年度","08208","茨城県 龍ケ崎市","","57,238","","***","","***",""
"1990100000","1990年度","08210","茨城県 下妻市","","42,704","","***","","***",""
"1990100000","1990年度","08211","茨城県 常総市","","64,344","","***","","***",""
"1990100000","1990年度","08212","茨城県 常陸太田市","","59,758","","***","","***",""
"1990100000","1990年度","08214","茨城県 高萩市","","35,320","","***","","***",""
"1990100000","1990年度","08215","茨城県 北茨城市","","51,093","","***","","***",""
"1990100000","1990年度","08216","茨城県 笠間市","","77,782","","***","","***",""
"1990100000","1990年度","08217","茨城県 取手市","","114,409","","***","","***",""
"1990100000","1990年度","08219","茨城県 牛久市","","60,693","","***","","***",""
"1990100000","1990年度","08220","茨城県 つくば市","","168,466","","***","","***",""
"1990100000","1990年度","08221","茨城県 ひたちなか市","","142,402","","***","","***",""
"1990100000","1990年度","08222","茨城県 鹿嶋市","","59,092","","***","","***",""
"1990100000","1990年度","08223","茨城県 潮来市","","30,863","","***","","***",""
"1990100000","1990年度","08224","茨城県 守谷市","","36,427","","***","","***",""
"1990100000","1990年度","08225","茨城県 常陸大宮市","","49,670","","***","","***",""
"1990100000","1990年度","08226","茨城県 那珂市","","51,078","","***","","***",""
"1990100000","1990年度","08227","茨城県 筑西市","","117,805","","***","","***",""
"1990100000","1990年度","08228","茨城県 坂東市","","58,699","","***","","***",""
"1990100000","1990年度","08229","茨城県 稲敷市","","45,326","","***","","***",""
"1990100000","1990年度","08230","茨城県 かすみがうら市","","43,013","","***","","***",""
"1990100000","1990年度","08231","茨城県 桜川市","","51,880","","***","","***",""
"1990100000","1990年度","08232","茨城県 神栖市","","77,596","","***","","***",""
"1990100000","1990年度","08233","茨城県 行方市","","42,990","","***","","***",""
"1990100000","1990年度","08234","茨城県 鉾田市","","50,123","","***","","***",""
"1990100000","1990年度","08235","茨城県 つくばみらい市","","38,537","","***","","***",""
"1990100000","1990年度","08236","茨城県 小美玉市","","48,200","","***","","***",""
