"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A110101","","A110102",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A110101_総人口（男）【人】","注釈","A110102_総人口（女）【人】","注釈"
"2015100000","2015年度","33461","岡山県 矢掛町","","14,201","","6,715","","7,486",""
"2015100000","2015年度","33586","岡山県 新庄村","","866","","400","","466",""
"2015100000","2015年度","33606","岡山県 鏡野町","","12,847","","6,092","","6,755",""
"2015100000","2015年度","33622","岡山県 勝央町","","11,125","","5,340","","5,785",""
"2015100000","2015年度","33623","岡山県 奈義町","","5,906","","2,920","","2,986",""
"2015100000","2015年度","33643","岡山県 西粟倉村","","1,472","","692","","780",""
"2015100000","2015年度","33663","岡山県 久米南町","","4,907","","2,330","","2,577",""
"2015100000","2015年度","33666","岡山県 美咲町","","14,432","","6,861","","7,571",""
"2015100000","2015年度","33681","岡山県 吉備中央町","","11,950","","5,778","","6,172",""
"2015100000","2015年度","34100","広島県 広島市","","1,194,034","","576,850","","617,184",""
"2015100000","2015年度","34101","広島県 広島市 中区","","136,640","","64,659","","71,981",""
"2015100000","2015年度","34102","広島県 広島市 東区","","120,155","","57,251","","62,904",""
"2015100000","2015年度","34103","広島県 広島市 南区","","142,728","","69,972","","72,756",""
"2015100000","2015年度","34104","広島県 広島市 西区","","190,929","","91,694","","99,235",""
"2015100000","2015年度","34105","広島県 広島市 安佐南区","","242,512","","118,617","","123,895",""
"2015100000","2015年度","34106","広島県 広島市 安佐北区","","145,018","","68,975","","76,043",""
"2015100000","2015年度","34107","広島県 広島市 安芸区","","79,353","","39,417","","39,936",""
"2015100000","2015年度","34108","広島県 広島市 佐伯区","","136,699","","66,265","","70,434",""
"2015100000","2015年度","34202","広島県 呉市","","228,552","","110,173","","118,379",""
"2015100000","2015年度","34203","広島県 竹原市","","26,426","","12,563","","13,863",""
"2015100000","2015年度","34204","広島県 三原市","","96,194","","45,730","","50,464",""
"2015100000","2015年度","34205","広島県 尾道市","","138,626","","66,292","","72,334",""
"2015100000","2015年度","34207","広島県 福山市","","464,811","","225,414","","239,397",""
"2015100000","2015年度","34208","広島県 府中市","","40,069","","19,171","","20,898",""
"2015100000","2015年度","34209","広島県 三次市","","53,615","","25,365","","28,250",""
"2015100000","2015年度","34210","広島県 庄原市","","37,000","","17,521","","19,479",""
"2015100000","2015年度","34211","広島県 大竹市","","27,865","","13,492","","14,373",""
"2015100000","2015年度","34212","広島県 東広島市","","192,907","","97,962","","94,945",""
"2015100000","2015年度","34213","広島県 廿日市市","","114,906","","54,654","","60,252",""
"2015100000","2015年度","34214","広島県 安芸高田市","","29,488","","14,043","","15,445",""
"2015100000","2015年度","34215","広島県 江田島市","","24,339","","12,027","","12,312",""
"2015100000","2015年度","34302","広島県 府中町","","51,053","","24,917","","26,136",""
"2015100000","2015年度","34304","広島県 海田町","","28,667","","14,127","","14,540",""
"2015100000","2015年度","34307","広島県 熊野町","","23,755","","11,460","","12,295",""
"2015100000","2015年度","34309","広島県 坂町","","12,747","","6,084","","6,663",""
"2015100000","2015年度","34368","広島県 安芸太田町","","6,472","","2,989","","3,483",""
"2015100000","2015年度","34369","広島県 北広島町","","18,918","","9,177","","9,741",""
"2015100000","2015年度","34431","広島県 大崎上島町","","7,992","","4,106","","3,886",""
"2015100000","2015年度","34462","広島県 世羅町","","16,337","","7,724","","8,613",""
"2015100000","2015年度","34545","広島県 神石高原町","","9,217","","4,370","","4,847",""
"2015100000","2015年度","35201","山口県 下関市","","268,517","","124,722","","143,795",""
"2015100000","2015年度","35202","山口県 宇部市","","169,429","","81,133","","88,296",""
"2015100000","2015年度","35203","山口県 山口市","","197,422","","94,245","","103,177",""
"2015100000","2015年度","35204","山口県 萩市","","49,560","","22,730","","26,830",""
"2015100000","2015年度","35206","山口県 防府市","","115,942","","55,910","","60,032",""
"2015100000","2015年度","35207","山口県 下松市","","55,812","","27,252","","28,560",""
"2015100000","2015年度","35208","山口県 岩国市","","136,757","","64,455","","72,302",""
"2015100000","2015年度","35210","山口県 光市","","51,369","","24,425","","26,944",""
"2015100000","2015年度","35211","山口県 長門市","","35,439","","16,328","","19,111",""
"2015100000","2015年度","35212","山口県 柳井市","","32,945","","15,357","","17,588",""
"2015100000","2015年度","35213","山口県 美祢市","","26,159","","12,165","","13,994",""
"2015100000","2015年度","35215","山口県 周南市","","144,842","","69,819","","75,023",""
"2015100000","2015年度","35216","山口県 山陽小野田市","","62,671","","29,545","","33,126",""
"2015100000","2015年度","35305","山口県 周防大島町","","17,199","","7,844","","9,355",""
"2015100000","2015年度","35321","山口県 和木町","","6,285","","3,097","","3,188",""
"2015100000","2015年度","35341","山口県 上関町","","2,803","","1,283","","1,520",""
"2015100000","2015年度","35343","山口県 田布施町","","15,317","","7,242","","8,075",""
"2015100000","2015年度","35344","山口県 平生町","","12,798","","5,906","","6,892",""
"2015100000","2015年度","35502","山口県 阿武町","","3,463","","1,550","","1,913",""
"2015100000","2015年度","36201","徳島県 徳島市","","258,554","","123,014","","135,540",""
"2015100000","2015年度","36202","徳島県 鳴門市","","59,101","","28,125","","30,976",""
"2015100000","2015年度","36203","徳島県 小松島市","","38,755","","18,680","","20,075",""
"2015100000","2015年度","36204","徳島県 阿南市","","73,019","","35,344","","37,675",""
"2015100000","2015年度","36205","徳島県 吉野川市","","41,466","","19,384","","22,082",""
"2015100000","2015年度","36206","徳島県 阿波市","","37,202","","17,611","","19,591",""
"2015100000","2015年度","36207","徳島県 美馬市","","30,501","","14,443","","16,058",""
"2015100000","2015年度","36208","徳島県 三好市","","26,836","","12,483","","14,353",""
"2015100000","2015年度","36301","徳島県 勝浦町","","5,301","","2,515","","2,786",""
"2015100000","2015年度","36302","徳島県 上勝町","","1,545","","741","","804",""
"2015100000","2015年度","36321","徳島県 佐那河内村","","2,289","","1,099","","1,190",""
"2015100000","2015年度","36341","徳島県 石井町","","25,590","","12,106","","13,484",""
"2015100000","2015年度","36342","徳島県 神山町","","5,300","","2,494","","2,806",""
"2015100000","2015年度","36368","徳島県 那賀町","","8,402","","3,973","","4,429",""
"2015100000","2015年度","36383","徳島県 牟岐町","","4,259","","1,965","","2,294",""
"2015100000","2015年度","36387","徳島県 美波町","","7,092","","3,302","","3,790",""
"2015100000","2015年度","36388","徳島県 海陽町","","9,283","","4,351","","4,932",""
"2015100000","2015年度","36401","徳島県 松茂町","","15,204","","7,585","","7,619",""
"2015100000","2015年度","36402","徳島県 北島町","","22,446","","10,826","","11,620",""
"2015100000","2015年度","36403","徳島県 藍住町","","34,626","","16,574","","18,052",""
"2015100000","2015年度","36404","徳島県 板野町","","13,358","","6,355","","7,003",""
"2015100000","2015年度","36405","徳島県 上板町","","12,039","","5,721","","6,318",""
"2015100000","2015年度","36468","徳島県 つるぎ町","","8,927","","4,140","","4,787",""
"2015100000","2015年度","36489","徳島県 東みよし町","","14,638","","6,959","","7,679",""
"2015100000","2015年度","37201","香川県 高松市","","420,748","","205,049","","215,699",""
"2015100000","2015年度","37202","香川県 丸亀市","","110,010","","53,183","","56,827",""
"2015100000","2015年度","37203","香川県 坂出市","","53,164","","25,359","","27,805",""
"2015100000","2015年度","37204","香川県 善通寺市","","32,927","","16,315","","16,612",""
"2015100000","2015年度","37205","香川県 観音寺市","","59,409","","28,443","","30,966",""
"2015100000","2015年度","37206","香川県 さぬき市","","50,272","","24,148","","26,124",""
"2015100000","2015年度","37207","香川県 東かがわ市","","31,031","","14,695","","16,336",""
"2015100000","2015年度","37208","香川県 三豊市","","65,524","","31,274","","34,250",""
"2015100000","2015年度","37322","香川県 土庄町","","14,002","","6,556","","7,446",""
"2015100000","2015年度","37324","香川県 小豆島町","","14,862","","7,040","","7,822",""
"2015100000","2015年度","37341","香川県 三木町","","27,684","","13,295","","14,389",""
"2015100000","2015年度","37364","香川県 直島町","","3,139","","1,621","","1,518",""
"2015100000","2015年度","37386","香川県 宇多津町","","18,952","","9,234","","9,718",""
"2015100000","2015年度","37387","香川県 綾川町","","23,610","","11,421","","12,189",""
"2015100000","2015年度","37403","香川県 琴平町","","9,186","","4,227","","4,959",""
"2015100000","2015年度","37404","香川県 多度津町","","23,366","","11,699","","11,667",""
"2015100000","2015年度","37406","香川県 まんのう町","","18,377","","8,749","","9,628",""
"2015100000","2015年度","38201","愛媛県 松山市","","514,865","","241,656","","273,209",""
"2015100000","2015年度","38202","愛媛県 今治市","","158,114","","74,336","","83,778",""
"2015100000","2015年度","38203","愛媛県 宇和島市","","77,465","","36,006","","41,459",""
"2015100000","2015年度","38204","愛媛県 八幡浜市","","34,951","","16,282","","18,669",""
"2015100000","2015年度","38205","愛媛県 新居浜市","","119,903","","57,551","","62,352",""
"2015100000","2015年度","38206","愛媛県 西条市","","108,174","","51,807","","56,367",""
"2015100000","2015年度","38207","愛媛県 大洲市","","44,086","","21,013","","23,073",""
"2015100000","2015年度","38210","愛媛県 伊予市","","36,827","","17,083","","19,744",""
"2015100000","2015年度","38213","愛媛県 四国中央市","","87,413","","42,596","","44,817",""
"2015100000","2015年度","38214","愛媛県 西予市","","38,919","","18,167","","20,752",""
"2015100000","2015年度","38215","愛媛県 東温市","","34,613","","16,622","","17,991",""
"2015100000","2015年度","38356","愛媛県 上島町","","7,135","","3,677","","3,458",""
"2015100000","2015年度","38386","愛媛県 久万高原町","","8,447","","3,957","","4,490",""
"2015100000","2015年度","38401","愛媛県 松前町","","30,064","","14,139","","15,925",""
"2015100000","2015年度","38402","愛媛県 砥部町","","21,239","","9,995","","11,244",""
"2015100000","2015年度","38422","愛媛県 内子町","","16,742","","7,913","","8,829",""
"2015100000","2015年度","38442","愛媛県 伊方町","","9,626","","4,597","","5,029",""
"2015100000","2015年度","38484","愛媛県 松野町","","4,072","","1,887","","2,185",""
"2015100000","2015年度","38488","愛媛県 鬼北町","","10,705","","4,927","","5,778",""
"2015100000","2015年度","38506","愛媛県 愛南町","","21,902","","10,169","","11,733",""
"2015100000","2015年度","39201","高知県 高知市","","337,190","","157,002","","180,188",""
"2015100000","2015年度","39202","高知県 室戸市","","13,524","","6,392","","7,132",""
"2015100000","2015年度","39203","高知県 安芸市","","17,577","","8,334","","9,243",""
"2015100000","2015年度","39204","高知県 南国市","","47,982","","22,724","","25,258",""
"2015100000","2015年度","39205","高知県 土佐市","","27,038","","13,091","","13,947",""
"2015100000","2015年度","39206","高知県 須崎市","","22,606","","11,025","","11,581",""
"2015100000","2015年度","39208","高知県 宿毛市","","20,907","","9,714","","11,193",""
"2015100000","2015年度","39209","高知県 土佐清水市","","13,778","","6,421","","7,357",""
"2015100000","2015年度","39210","高知県 四万十市","","34,313","","16,183","","18,130",""
"2015100000","2015年度","39211","高知県 香南市","","32,961","","15,847","","17,114",""
"2015100000","2015年度","39212","高知県 香美市","","27,513","","13,261","","14,252",""
"2015100000","2015年度","39301","高知県 東洋町","","2,584","","1,270","","1,314",""
"2015100000","2015年度","39302","高知県 奈半利町","","3,326","","1,511","","1,815",""
"2015100000","2015年度","39303","高知県 田野町","","2,733","","1,290","","1,443",""
"2015100000","2015年度","39304","高知県 安田町","","2,631","","1,256","","1,375",""
"2015100000","2015年度","39305","高知県 北川村","","1,294","","607","","687",""
"2015100000","2015年度","39306","高知県 馬路村","","823","","391","","432",""
"2015100000","2015年度","39307","高知県 芸西村","","3,858","","1,802","","2,056",""
"2015100000","2015年度","39341","高知県 本山町","","3,573","","1,726","","1,847",""
"2015100000","2015年度","39344","高知県 大豊町","","3,962","","1,817","","2,145",""
"2015100000","2015年度","39363","高知県 土佐町","","3,997","","1,869","","2,128",""
"2015100000","2015年度","39364","高知県 大川村","","396","","202","","194",""
"2015100000","2015年度","39386","高知県 いの町","","22,767","","10,797","","11,970",""
"2015100000","2015年度","39387","高知県 仁淀川町","","5,551","","2,602","","2,949",""
"2015100000","2015年度","39401","高知県 中土佐町","","6,840","","3,170","","3,670",""
"2015100000","2015年度","39402","高知県 佐川町","","13,114","","6,158","","6,956",""
"2015100000","2015年度","39403","高知県 越知町","","5,795","","2,669","","3,126",""
"2015100000","2015年度","39405","高知県 檮原町","","3,608","","1,750","","1,858",""
"2015100000","2015年度","39410","高知県 日高村","","5,030","","2,337","","2,693",""
"2015100000","2015年度","39411","高知県 津野町","","5,794","","2,750","","3,044",""
"2015100000","2015年度","39412","高知県 四万十町","","17,325","","8,197","","9,128",""
"2015100000","2015年度","39424","高知県 大月町","","5,095","","2,424","","2,671",""
"2015100000","2015年度","39427","高知県 三原村","","1,574","","749","","825",""
"2015100000","2015年度","39428","高知県 黒潮町","","11,217","","5,334","","5,883",""
"2015100000","2015年度","40100","福岡県 北九州市","","961,286","","452,682","","508,604",""
"2015100000","2015年度","40101","福岡県 北九州市 門司区","","99,637","","45,658","","53,979",""
"2015100000","2015年度","40103","福岡県 北九州市 若松区","","82,844","","39,115","","43,729",""
"2015100000","2015年度","40105","福岡県 北九州市 戸畑区","","59,116","","28,718","","30,398",""
"2015100000","2015年度","40106","福岡県 北九州市 小倉北区","","181,878","","85,098","","96,780",""
"2015100000","2015年度","40107","福岡県 北九州市 小倉南区","","212,850","","101,121","","111,729",""
"2015100000","2015年度","40108","福岡県 北九州市 八幡東区","","68,844","","32,260","","36,584",""
"2015100000","2015年度","40109","福岡県 北九州市 八幡西区","","256,117","","120,712","","135,405",""
"2015100000","2015年度","40130","福岡県 福岡市","","1,538,681","","726,666","","812,015",""
"2015100000","2015年度","40131","福岡県 福岡市 東区","","306,015","","148,974","","157,041",""
"2015100000","2015年度","40132","福岡県 福岡市 博多区","","228,441","","109,199","","119,242",""
"2015100000","2015年度","40133","福岡県 福岡市 中央区","","192,688","","85,822","","106,866",""
"2015100000","2015年度","40134","福岡県 福岡市 南区","","255,797","","119,084","","136,713",""
"2015100000","2015年度","40135","福岡県 福岡市 西区","","206,868","","99,266","","107,602",""
"2015100000","2015年度","40136","福岡県 福岡市 城南区","","130,995","","61,627","","69,368",""
"2015100000","2015年度","40137","福岡県 福岡市 早良区","","217,877","","102,694","","115,183",""
"2015100000","2015年度","40202","福岡県 大牟田市","","117,360","","53,859","","63,501",""
"2015100000","2015年度","40203","福岡県 久留米市","","304,552","","144,971","","159,581",""
"2015100000","2015年度","40204","福岡県 直方市","","57,146","","26,673","","30,473",""
"2015100000","2015年度","40205","福岡県 飯塚市","","129,146","","61,249","","67,897",""
"2015100000","2015年度","40206","福岡県 田川市","","48,441","","21,970","","26,471",""
"2015100000","2015年度","40207","福岡県 柳川市","","67,777","","31,902","","35,875",""
"2015100000","2015年度","40210","福岡県 八女市","","64,408","","30,131","","34,277",""
"2015100000","2015年度","40211","福岡県 筑後市","","48,339","","23,011","","25,328",""
"2015100000","2015年度","40212","福岡県 大川市","","34,838","","16,389","","18,449",""
"2015100000","2015年度","40213","福岡県 行橋市","","70,586","","33,506","","37,080",""
"2015100000","2015年度","40214","福岡県 豊前市","","25,940","","12,107","","13,833",""
"2015100000","2015年度","40215","福岡県 中間市","","41,796","","19,371","","22,425",""
"2015100000","2015年度","40216","福岡県 小郡市","","57,983","","27,203","","30,780",""
"2015100000","2015年度","40217","福岡県 筑紫野市","","101,081","","47,995","","53,086",""
"2015100000","2015年度","40218","福岡県 春日市","","110,743","","53,284","","57,459",""
"2015100000","2015年度","40219","福岡県 大野城市","","99,525","","47,711","","51,814",""
"2015100000","2015年度","40220","福岡県 宗像市","","96,516","","45,944","","50,572",""
"2015100000","2015年度","40221","福岡県 太宰府市","","72,168","","34,108","","38,060",""
"2015100000","2015年度","40223","福岡県 古賀市","","57,959","","27,540","","30,419",""
"2015100000","2015年度","40224","福岡県 福津市","","58,781","","27,244","","31,537",""
"2015100000","2015年度","40225","福岡県 うきは市","","29,509","","13,831","","15,678",""
"2015100000","2015年度","40226","福岡県 宮若市","","28,112","","13,110","","15,002",""
"2015100000","2015年度","40227","福岡県 嘉麻市","","38,743","","17,682","","21,061",""
"2015100000","2015年度","40228","福岡県 朝倉市","","52,444","","24,532","","27,912",""
"2015100000","2015年度","40229","福岡県 みやま市","","38,139","","17,763","","20,376",""
"2015100000","2015年度","40230","福岡県 糸島市","","96,475","","45,599","","50,876",""
"2015100000","2015年度","40305","福岡県 那珂川町","","50,004","","24,105","","25,899",""
"2015100000","2015年度","40341","福岡県 宇美町","","37,927","","19,098","","18,829",""
"2015100000","2015年度","40342","福岡県 篠栗町","","31,210","","14,998","","16,212",""
"2015100000","2015年度","40343","福岡県 志免町","","45,256","","21,624","","23,632",""
"2015100000","2015年度","40344","福岡県 須恵町","","27,263","","13,144","","14,119",""
"2015100000","2015年度","40345","福岡県 新宮町","","30,344","","14,799","","15,545",""
"2015100000","2015年度","40348","福岡県 久山町","","8,225","","3,948","","4,277",""
"2015100000","2015年度","40349","福岡県 粕屋町","","45,360","","22,384","","22,976",""
"2015100000","2015年度","40381","福岡県 芦屋町","","14,208","","6,978","","7,230",""
"2015100000","2015年度","40382","福岡県 水巻町","","28,997","","13,492","","15,505",""
"2015100000","2015年度","40383","福岡県 岡垣町","","31,580","","14,769","","16,811",""
"2015100000","2015年度","40384","福岡県 遠賀町","","18,877","","8,918","","9,959",""
"2015100000","2015年度","40401","福岡県 小竹町","","7,810","","3,658","","4,152",""
"2015100000","2015年度","40402","福岡県 鞍手町","","16,007","","7,529","","8,478",""
"2015100000","2015年度","40421","福岡県 桂川町","","13,496","","6,325","","7,171",""
"2015100000","2015年度","40447","福岡県 筑前町","","29,306","","13,879","","15,427",""
"2015100000","2015年度","40448","福岡県 東峰村","","2,174","","987","","1,187",""
"2015100000","2015年度","40503","福岡県 大刀洗町","","15,138","","7,188","","7,950",""
"2015100000","2015年度","40522","福岡県 大木町","","14,176","","6,714","","7,462",""
"2015100000","2015年度","40544","福岡県 広川町","","20,183","","9,672","","10,511",""
"2015100000","2015年度","40601","福岡県 香春町","","10,861","","5,004","","5,857",""
"2015100000","2015年度","40602","福岡県 添田町","","9,924","","4,617","","5,307",""
"2015100000","2015年度","40604","福岡県 糸田町","","9,020","","4,073","","4,947",""
"2015100000","2015年度","40605","福岡県 川崎町","","16,789","","7,604","","9,185",""
"2015100000","2015年度","40608","福岡県 大任町","","5,176","","2,342","","2,834",""
"2015100000","2015年度","40609","福岡県 赤村","","3,022","","1,410","","1,612",""
"2015100000","2015年度","40610","福岡県 福智町","","22,871","","10,616","","12,255",""
"2015100000","2015年度","40621","福岡県 苅田町","","34,963","","17,646","","17,317",""
"2015100000","2015年度","40625","福岡県 みやこ町","","20,243","","9,382","","10,861",""
"2015100000","2015年度","40642","福岡県 吉富町","","6,627","","3,077","","3,550",""
"2015100000","2015年度","40646","福岡県 上毛町","","7,458","","3,509","","3,949",""
"2015100000","2015年度","40647","福岡県 築上町","","18,587","","8,896","","9,691",""
"2015100000","2015年度","41201","佐賀県 佐賀市","","236,372","","111,453","","124,919",""
"2015100000","2015年度","41202","佐賀県 唐津市","","122,785","","57,547","","65,238",""
"2015100000","2015年度","41203","佐賀県 鳥栖市","","72,902","","34,799","","38,103",""
"2015100000","2015年度","41204","佐賀県 多久市","","19,749","","9,146","","10,603",""
"2015100000","2015年度","41205","佐賀県 伊万里市","","55,238","","26,395","","28,843",""
"2015100000","2015年度","41206","佐賀県 武雄市","","49,062","","23,178","","25,884",""
"2015100000","2015年度","41207","佐賀県 鹿島市","","29,684","","13,920","","15,764",""
"2015100000","2015年度","41208","佐賀県 小城市","","44,259","","20,823","","23,436",""
"2015100000","2015年度","41209","佐賀県 嬉野市","","27,336","","12,667","","14,669",""
"2015100000","2015年度","41210","佐賀県 神埼市","","31,842","","15,172","","16,670",""
"2015100000","2015年度","41327","佐賀県 吉野ヶ里町","","16,411","","8,136","","8,275",""
"2015100000","2015年度","41341","佐賀県 基山町","","17,501","","8,266","","9,235",""
"2015100000","2015年度","41345","佐賀県 上峰町","","9,283","","4,379","","4,904",""
"2015100000","2015年度","41346","佐賀県 みやき町","","25,278","","11,969","","13,309",""
"2015100000","2015年度","41387","佐賀県 玄海町","","5,902","","3,035","","2,867",""
"2015100000","2015年度","41401","佐賀県 有田町","","20,148","","9,356","","10,792",""
"2015100000","2015年度","41423","佐賀県 大町町","","6,777","","3,077","","3,700",""
"2015100000","2015年度","41424","佐賀県 江北町","","9,583","","4,497","","5,086",""
"2015100000","2015年度","41425","佐賀県 白石町","","23,941","","11,133","","12,808",""
"2015100000","2015年度","41441","佐賀県 太良町","","8,779","","4,125","","4,654",""
"2015100000","2015年度","42201","長崎県 長崎市","","429,508","","198,716","","230,792",""
"2015100000","2015年度","42202","長崎県 佐世保市","","255,439","","120,198","","135,241",""
"2015100000","2015年度","42203","長崎県 島原市","","45,436","","20,999","","24,437",""
"2015100000","2015年度","42204","長崎県 諫早市","","138,078","","65,029","","73,049",""
"2015100000","2015年度","42205","長崎県 大村市","","92,757","","43,938","","48,819",""
"2015100000","2015年度","42207","長崎県 平戸市","","31,920","","14,874","","17,046",""
"2015100000","2015年度","42208","長崎県 松浦市","","23,309","","11,164","","12,145",""
"2015100000","2015年度","42209","長崎県 対馬市","","31,457","","15,361","","16,096",""
"2015100000","2015年度","42210","長崎県 壱岐市","","27,103","","12,860","","14,243",""
"2015100000","2015年度","42211","長崎県 五島市","","37,327","","17,339","","19,988",""
"2015100000","2015年度","42212","長崎県 西海市","","28,691","","14,032","","14,659",""
"2015100000","2015年度","42213","長崎県 雲仙市","","44,115","","20,847","","23,268",""
"2015100000","2015年度","42214","長崎県 南島原市","","46,535","","21,574","","24,961",""
"2015100000","2015年度","42307","長崎県 長与町","","42,548","","20,090","","22,458",""
"2015100000","2015年度","42308","長崎県 時津町","","29,804","","14,326","","15,478",""
"2015100000","2015年度","42321","長崎県 東彼杵町","","8,298","","3,886","","4,412",""
"2015100000","2015年度","42322","長崎県 川棚町","","14,067","","6,656","","7,411",""
"2015100000","2015年度","42323","長崎県 波佐見町","","14,891","","7,079","","7,812",""
"2015100000","2015年度","42383","長崎県 小値賀町","","2,560","","1,172","","1,388",""
"2015100000","2015年度","42391","長崎県 佐々町","","13,626","","6,426","","7,200",""
"2015100000","2015年度","42411","長崎県 新上五島町","","19,718","","9,197","","10,521",""
"2015100000","2015年度","43100","熊本県 熊本市","","740,822","","348,470","","392,352",""
"2015100000","2015年度","43101","熊本県 熊本市 中央区","","186,300","","87,044","","99,256",""
"2015100000","2015年度","43102","熊本県 熊本市 東区","","190,451","","90,096","","100,355",""
"2015100000","2015年度","43103","熊本県 熊本市 西区","","93,171","","43,494","","49,677",""
"2015100000","2015年度","43104","熊本県 熊本市 南区","","127,769","","59,975","","67,794",""
"2015100000","2015年度","43105","熊本県 熊本市 北区","","143,131","","67,861","","75,270",""
"2015100000","2015年度","43202","熊本県 八代市","","127,472","","59,221","","68,251",""
"2015100000","2015年度","43203","熊本県 人吉市","","33,880","","15,625","","18,255",""
"2015100000","2015年度","43204","熊本県 荒尾市","","53,407","","24,887","","28,520",""
"2015100000","2015年度","43205","熊本県 水俣市","","25,411","","11,693","","13,718",""
"2015100000","2015年度","43206","熊本県 玉名市","","66,782","","31,348","","35,434",""
"2015100000","2015年度","43208","熊本県 山鹿市","","52,264","","24,495","","27,769",""
"2015100000","2015年度","43210","熊本県 菊池市","","48,167","","22,984","","25,183",""
"2015100000","2015年度","43211","熊本県 宇土市","","37,026","","17,679","","19,347",""
"2015100000","2015年度","43212","熊本県 上天草市","","27,006","","12,550","","14,456",""
"2015100000","2015年度","43213","熊本県 宇城市","","59,756","","28,121","","31,635",""
"2015100000","2015年度","43214","熊本県 阿蘇市","","27,018","","12,668","","14,350",""
"2015100000","2015年度","43215","熊本県 天草市","","82,739","","38,353","","44,386",""
"2015100000","2015年度","43216","熊本県 合志市","","58,370","","28,034","","30,336",""
"2015100000","2015年度","43348","熊本県 美里町","","10,333","","4,792","","5,541",""
"2015100000","2015年度","43364","熊本県 玉東町","","5,265","","2,486","","2,779",""
"2015100000","2015年度","43367","熊本県 南関町","","9,786","","4,599","","5,187",""
"2015100000","2015年度","43368","熊本県 長洲町","","15,889","","7,741","","8,148",""
"2015100000","2015年度","43369","熊本県 和水町","","10,191","","4,754","","5,437",""
"2015100000","2015年度","43403","熊本県 大津町","","33,452","","16,467","","16,985",""
"2015100000","2015年度","43404","熊本県 菊陽町","","40,984","","20,011","","20,973",""
"2015100000","2015年度","43423","熊本県 南小国町","","4,048","","1,903","","2,145",""
"2015100000","2015年度","43424","熊本県 小国町","","7,187","","3,398","","3,789",""
"2015100000","2015年度","43425","熊本県 産山村","","1,510","","784","","726",""
"2015100000","2015年度","43428","熊本県 高森町","","6,325","","2,989","","3,336",""
"2015100000","2015年度","43432","熊本県 西原村","","6,802","","3,309","","3,493",""
"2015100000","2015年度","43433","熊本県 南阿蘇村","","11,503","","5,611","","5,892",""
"2015100000","2015年度","43441","熊本県 御船町","","17,237","","8,165","","9,072",""
"2015100000","2015年度","43442","熊本県 嘉島町","","9,054","","4,283","","4,771",""
"2015100000","2015年度","43443","熊本県 益城町","","33,611","","16,064","","17,547",""
"2015100000","2015年度","43444","熊本県 甲佐町","","10,717","","5,043","","5,674",""
"2015100000","2015年度","43447","熊本県 山都町","","15,149","","7,203","","7,946",""
"2015100000","2015年度","43468","熊本県 氷川町","","11,994","","5,599","","6,395",""
"2015100000","2015年度","43482","熊本県 芦北町","","17,661","","8,248","","9,413",""
"2015100000","2015年度","43484","熊本県 津奈木町","","4,673","","2,165","","2,508",""
"2015100000","2015年度","43501","熊本県 錦町","","10,766","","5,079","","5,687",""
"2015100000","2015年度","43505","熊本県 多良木町","","9,791","","4,565","","5,226",""
"2015100000","2015年度","43506","熊本県 湯前町","","3,985","","1,844","","2,141",""
"2015100000","2015年度","43507","熊本県 水上村","","2,232","","1,043","","1,189",""
"2015100000","2015年度","43510","熊本県 相良村","","4,468","","2,092","","2,376",""
"2015100000","2015年度","43511","熊本県 五木村","","1,055","","508","","547",""
"2015100000","2015年度","43512","熊本県 山江村","","3,422","","1,597","","1,825",""
"2015100000","2015年度","43513","熊本県 球磨村","","3,698","","1,742","","1,956",""
"2015100000","2015年度","43514","熊本県 あさぎり町","","15,523","","7,178","","8,345",""
"2015100000","2015年度","43531","熊本県 苓北町","","7,739","","3,656","","4,083",""
"2015100000","2015年度","44201","大分県 大分市","","478,146","","229,844","","248,302",""
"2015100000","2015年度","44202","大分県 別府市","","122,138","","55,482","","66,656",""
"2015100000","2015年度","44203","大分県 中津市","","83,965","","40,351","","43,614",""
"2015100000","2015年度","44204","大分県 日田市","","66,523","","31,435","","35,088",""
"2015100000","2015年度","44205","大分県 佐伯市","","72,211","","33,232","","38,979",""
"2015100000","2015年度","44206","大分県 臼杵市","","38,748","","18,259","","20,489",""
"2015100000","2015年度","44207","大分県 津久見市","","17,969","","8,346","","9,623",""
"2015100000","2015年度","44208","大分県 竹田市","","22,332","","10,350","","11,982",""
"2015100000","2015年度","44209","大分県 豊後高田市","","22,853","","10,755","","12,098",""
"2015100000","2015年度","44210","大分県 杵築市","","30,185","","14,466","","15,719",""
"2015100000","2015年度","44211","大分県 宇佐市","","56,258","","26,281","","29,977",""
"2015100000","2015年度","44212","大分県 豊後大野市","","36,584","","16,934","","19,650",""
"2015100000","2015年度","44213","大分県 由布市","","34,262","","16,210","","18,052",""
"2015100000","2015年度","44214","大分県 国東市","","28,647","","13,588","","15,059",""
"2015100000","2015年度","44322","大分県 姫島村","","1,991","","925","","1,066",""
"2015100000","2015年度","44341","大分県 日出町","","28,058","","13,324","","14,734",""
"2015100000","2015年度","44461","大分県 九重町","","9,645","","4,557","","5,088",""
"2015100000","2015年度","44462","大分県 玖珠町","","15,823","","7,593","","8,230",""
