,年度次,ID,都道府县,市町村,現年課税,人口数量,人均烟税
2199,2015年度,28-382,兵庫県,播磨町,192678.0,33739.0,5.710839088295445
2200,2015年度,28-421,,家島町,,,
2201,2015年度,28-422,,夢前町,,,
2202,2015年度,28-441,,神崎町,,,
2203,2015年度,28-442,兵庫県,市川町,39845.0,12300.0,3.239430894308943
2204,2015年度,28-443,兵庫県,福崎町,161672.0,19738.0,8.190900800486371
2205,2015年度,28-444,,香寺町,,,
2206,2015年度,28-445,,大河内町,,,
2207,2015年度,28-446,兵庫県,神河町,60410.0,11452.0,5.275061124694377
2208,2015年度,28-461,,新宮町,,,
2209,2015年度,28-462,,揖保川町,,,
2210,2015年度,28-463,,御津町,,,
2211,2015年度,28-464,兵庫県,太子町,210604.0,33690.0,6.251231819531018
2212,2015年度,28-481,兵庫県,上郡町,88749.0,15224.0,5.829545454545454
2213,2015年度,28-501,兵庫県,佐用町,112231.0,17510.0,6.409537407195888
2214,2015年度,28-502,,上月町,,,
2215,2015年度,28-503,,南光町,,,
2216,2015年度,28-504,,三日月町,,,
2217,2015年度,28-521,,山崎町,,,
2218,2015年度,28-522,,安富町,,,
2219,2015年度,28-523,,一宮町,,,
2220,2015年度,28-524,,波賀町,,,
2221,2015年度,28-525,,千種町,,,
2222,2015年度,28-541,,城崎町,,,
2223,2015年度,28-542,,竹野町,,,
2224,2015年度,28-543,,香住町,,,
2225,2015年度,28-544,,日高町,,,
2226,2015年度,28-561,,出石町,,,
2227,2015年度,28-562,,但東町,,,
2228,2015年度,28-581,,村岡町,,,
2229,2015年度,28-582,,浜坂町,,,
2230,2015年度,28-583,,美方町,,,
2231,2015年度,28-584,,温泉町,,,
2232,2015年度,28-585,兵庫県,香美町,99191.0,18070.0,5.4892639734366355
2233,2015年度,28-586,兵庫県,新温泉町,78353.0,14819.0,5.287333828193535
2234,2015年度,28-601,,八鹿町,,,
2235,2015年度,28-602,,養父町,,,
2236,2015年度,28-603,,大屋町,,,
2237,2015年度,28-604,,関宮町,,,
2238,2015年度,28-621,,生野町,,,
2239,2015年度,28-622,,和田山町,,,
2240,2015年度,28-623,,山東町,,,
2241,2015年度,28-624,,朝来町,,,
2242,2015年度,28-641,,柏原町,,,
2243,2015年度,28-642,,氷上町,,,
2244,2015年度,28-643,,青垣町,,,
2245,2015年度,28-644,,春日町,,,
2246,2015年度,28-645,,山南町,,,
2247,2015年度,28-646,,市島町,,,
2248,2015年度,28-661,,篠山町,,,
2249,2015年度,28-664,,西紀町,,,
2250,2015年度,28-665,,丹南町,,,
2251,2015年度,28-666,,今田町,,,
2252,2015年度,28-681,,津名町,,,
2253,2015年度,28-682,,淡路町,,,
2254,2015年度,28-683,,北淡町,,,
2255,2015年度,28-684,,一宮町,,,
2256,2015年度,28-685,,五色町,,,
2257,2015年度,28-686,,東浦町,,,
2258,2015年度,28-701,,緑町,,,
2259,2015年度,28-702,,西淡町,,,
2260,2015年度,28-703,,三原町,,,
2261,2015年度,28-704,,南淡町,,,
2262,2015年度,29-201,奈良県,奈良市,1886562.0,360310.0,5.235941272792873
2263,2015年度,29-202,奈良県,大和高田市,387639.0,64817.0,5.98051437122977
2264,2015年度,29-203,奈良県,大和郡山市,676446.0,87050.0,7.770775416427341
2265,2015年度,29-204,奈良県,天理市,450819.0,67398.0,6.688907682720555
2266,2015年度,29-205,奈良県,橿原市,843300.0,124111.0,6.7947240776401765
2267,2015年度,29-206,奈良県,桜井市,376088.0,57244.0,6.569911257074978
2268,2015年度,29-207,奈良県,五條市,185925.0,30997.0,5.998161112365713
2269,2015年度,29-208,奈良県,御所市,249945.0,26868.0,9.302702099151407
2270,2015年度,29-209,奈良県,生駒市,450800.0,118233.0,3.812810298309271
2271,2015年度,29-210,奈良県,香芝市,338305.0,77561.0,4.361792653524323
2272,2015年度,29-211,奈良県,葛城市,223598.0,36635.0,6.103398389518221
2273,2015年度,29-212,奈良県,宇陀市,174364.0,31105.0,5.605658254299952
2274,2015年度,29-301,,月ケ瀬村,,,
2275,2015年度,29-321,,都祁村,,,
2276,2015年度,29-322,奈良県,山添村,7146.0,3674.0,1.9450190528034839
2277,2015年度,29-342,奈良県,平群町,79642.0,18883.0,4.217656092781867
2278,2015年度,29-343,奈良県,三郷町,66889.0,23571.0,2.837766747274193
2279,2015年度,29-344,奈良県,斑鳩町,135198.0,27303.0,4.9517635424678605
2280,2015年度,29-345,奈良県,安堵町,25204.0,7443.0,3.3862689775628105
2281,2015年度,29-361,奈良県,川西町,35595.0,8485.0,4.1950500883912785
2282,2015年度,29-362,奈良県,三宅町,41502.0,6836.0,6.071094207138677
2283,2015年度,29-363,奈良県,田原本町,221126.0,31691.0,6.977564608248398
2284,2015年度,29-381,,大宇陀町,,,
2285,2015年度,29-382,,菟田野町,,,
2286,2015年度,29-383,,榛原町,,,
2287,2015年度,29-384,,室生村,,,
2288,2015年度,29-385,奈良県,曽爾村,6424.0,1549.0,4.1471917366042605
2289,2015年度,29-386,奈良県,御杖村,3157.0,1759.0,1.794769755542922
2290,2015年度,29-401,奈良県,高取町,59579.0,7195.0,8.280611535788742
2291,2015年度,29-402,奈良県,明日香村,43037.0,5523.0,7.7923230128553325
2292,2015年度,29-421,,新庄町,,,
2293,2015年度,29-422,,當麻町,,,
2294,2015年度,29-423,,香芝町,,,
2295,2015年度,29-424,奈良県,上牧町,159221.0,22054.0,7.219597351954294
2296,2015年度,29-425,奈良県,王寺町,158098.0,23025.0,6.866362649294246
2297,2015年度,29-426,奈良県,広陵町,174526.0,33487.0,5.21175381491325
2298,2015年度,29-427,奈良県,河合町,104258.0,17941.0,5.8111587982832615
2299,2015年度,29-441,奈良県,吉野町,40171.0,7399.0,5.429247195566968
2300,2015年度,29-442,奈良県,大淀町,141216.0,18069.0,7.815374398140461
2301,2015年度,29-443,奈良県,下市町,12284.0,5664.0,2.1687853107344632
2302,2015年度,29-444,奈良県,黒滝村,1784.0,660.0,2.703030303030303
2303,2015年度,29-445,,西吉野村,,,
2304,2015年度,29-446,奈良県,天川村,6738.0,1354.0,4.976366322008863
2305,2015年度,29-447,奈良県,野迫川村,868.0,449.0,1.933184855233853
2306,2015年度,29-448,,大塔村,,,
2307,2015年度,29-449,奈良県,十津川村,18056.0,3508.0,5.14709236031927
2308,2015年度,29-450,奈良県,下北山村,4376.0,895.0,4.889385474860335
2309,2015年度,29-451,奈良県,上北山村,1611.0,512.0,3.146484375
2310,2015年度,29-452,奈良県,川上村,2886.0,1313.0,2.198019801980198
2311,2015年度,29-453,奈良県,東吉野村,2306.0,1745.0,1.3214899713467048
2312,2015年度,30-201,和歌山県,和歌山市,2902004.0,364154.0,7.96916689093076
2313,2015年度,30-202,和歌山県,海南市,322864.0,51860.0,6.225684535287312
2314,2015年度,30-203,和歌山県,橋本市,410926.0,63621.0,6.458967950833844
2315,2015年度,30-204,和歌山県,有田市,193334.0,28470.0,6.7907973305233575
2316,2015年度,30-205,和歌山県,御坊市,269845.0,24801.0,10.880408048062579
2317,2015年度,30-206,和歌山県,田辺市,616435.0,74770.0,8.244416209709776
2318,2015年度,30-207,和歌山県,新宮市,245860.0,29331.0,8.382257679588148
2319,2015年度,30-208,和歌山県,紀の川市,381363.0,62616.0,6.090504024530471
2320,2015年度,30-209,和歌山県,岩出市,422209.0,53452.0,7.898843822494949
2321,2015年度,30-301,,下津町,,,
2322,2015年度,30-302,,野上町,,,
2323,2015年度,30-303,,美里町,,,
2324,2015年度,30-304,和歌山県,紀美野町,30919.0,9206.0,3.3585704975016295
2325,2015年度,30-321,,打田町,,,
2326,2015年度,30-322,,粉河町,,,
2327,2015年度,30-323,,那賀町,,,
2328,2015年度,30-324,,桃山町,,,
2329,2015年度,30-325,,貴志川町,,,
2330,2015年度,30-326,,岩出町,,,
2331,2015年度,30-341,和歌山県,かつらぎ町,118066.0,16992.0,6.948328625235405
2332,2015年度,30-342,,高野口町,,,
2333,2015年度,30-343,和歌山県,九度山町,13708.0,4377.0,3.1318254512222983
2334,2015年度,30-344,和歌山県,高野町,25319.0,3352.0,7.553400954653938
2335,2015年度,30-345,,花園村,,,
2336,2015年度,30-361,和歌山県,湯浅町,96784.0,12200.0,7.93311475409836
2337,2015年度,30-362,和歌山県,広川町,35435.0,7224.0,4.905177187153932
2338,2015年度,30-363,,吉備町,,,
2339,2015年度,30-364,,金屋町,,,
2340,2015年度,30-365,,清水町,,,
2341,2015年度,30-366,和歌山県,有田川町,216073.0,26361.0,8.196692083001404
2342,2015年度,30-381,和歌山県,美浜町,26135.0,7480.0,3.4939839572192515
2343,2015年度,30-382,和歌山県,日高町,43983.0,7641.0,5.756183745583039
2344,2015年度,30-383,和歌山県,由良町,30036.0,5837.0,5.145794072297413
2345,2015年度,30-384,,川辺町,,,
2346,2015年度,30-385,,中津村,,,
2347,2015年度,30-386,,美山村,,,
2348,2015年度,30-387,,龍神村,,,
2349,2015年度,30-388,,南部川村,,,
2350,2015年度,30-389,,南部町,,,
2351,2015年度,30-390,和歌山県,印南町,41039.0,8068.0,5.086638572136837
2352,2015年度,30-391,和歌山県,みなべ町,82883.0,12742.0,6.504708836917281
2353,2015年度,30-392,和歌山県,日高川町,43550.0,9776.0,4.454787234042553
2354,2015年度,30-401,和歌山県,白浜町,158506.0,21533.0,7.361073700831282
2355,2015年度,30-402,,中辺路町,,,
2356,2015年度,30-403,,大塔村,,,
2357,2015年度,30-404,和歌山県,上富田町,142511.0,14989.0,9.507705650810594
2358,2015年度,30-405,,日置川町,,,
2359,2015年度,30-406,和歌山県,すさみ町,28098.0,4127.0,6.808335352556337
2360,2015年度,30-407,,串本町,,,
2361,2015年度,30-421,和歌山県,那智勝浦町,117075.0,15682.0,7.465565616630532
2362,2015年度,30-422,和歌山県,太地町,14856.0,3087.0,4.812439261418853
2363,2015年度,30-423,,古座町,,,
2364,2015年度,30-424,和歌山県,古座川町,5816.0,2826.0,2.0580325548478413
2365,2015年度,30-425,,熊野川町,,,
2366,2015年度,30-426,,本宮町,,,
2367,2015年度,30-427,和歌山県,北山村,2119.0,446.0,4.751121076233184
2368,2015年度,30-428,和歌山県,串本町,132995.0,16558.0,8.032069090469864
2369,2015年度,31-201,鳥取県,鳥取市,1364779.0,193717.0,7.045220605316002
2370,2015年度,31-202,鳥取県,米子市,1108897.0,149313.0,7.426660773007039
2371,2015年度,31-203,鳥取県,倉吉市,373665.0,49044.0,7.618974798140445
2372,2015年度,31-204,鳥取県,境港市,256244.0,34174.0,7.498215017264587
2373,2015年度,31-301,,国府町,,,
2374,2015年度,31-302,鳥取県,岩美町,78232.0,11485.0,6.811667392250762
2375,2015年度,31-303,,福部村,,,
2376,2015年度,31-321,,郡家町,,,
2377,2015年度,31-322,,船岡町,,,
2378,2015年度,31-323,,河原町,,,
2379,2015年度,31-324,,八東町,,,
2380,2015年度,31-325,鳥取県,若桜町,9931.0,3269.0,3.0379320893239523
2381,2015年度,31-326,,用瀬町,,,
2382,2015年度,31-327,,佐治村,,,
2383,2015年度,31-328,鳥取県,智頭町,41580.0,7154.0,5.812133072407045
2384,2015年度,31-329,鳥取県,八頭町,89655.0,16985.0,5.2784810126582276
2385,2015年度,31-341,,気高町,,,
2386,2015年度,31-342,,鹿野町,,,
2387,2015年度,31-343,,青谷町,,,
2388,2015年度,31-361,,羽合町,,,
2389,2015年度,31-362,,泊村,,,
2390,2015年度,31-363,,東郷町,,,
2391,2015年度,31-364,鳥取県,三朝町,29235.0,6490.0,4.5046224961479195
2392,2015年度,31-365,,関金町,,,
2393,2015年度,31-366,,北条町,,,
2394,2015年度,31-367,,大栄町,,,
2395,2015年度,31-368,,東伯町,,,
2396,2015年度,31-369,,赤碕町,,,
2397,2015年度,31-370,鳥取県,湯梨浜町,101312.0,16550.0,6.121570996978852
2398,2015年度,31-371,鳥取県,琴浦町,104961.0,17416.0,6.026699586587046
2399,2015年度,31-372,鳥取県,北栄町,98986.0,14820.0,6.679217273954116
2400,2015年度,31-381,,西伯町,,,
2401,2015年度,31-382,,会見町,,,
2402,2015年度,31-383,,岸本町,,,
2403,2015年度,31-384,鳥取県,日吉津村,21087.0,3439.0,6.131724338470486
2404,2015年度,31-385,,淀江町,,,
2405,2015年度,31-386,鳥取県,大山町,63221.0,16470.0,3.838554948391014
2406,2015年度,31-387,,名和町,,,
2407,2015年度,31-388,,中山町,,,
2408,2015年度,31-389,鳥取県,南部町,58212.0,10950.0,5.3161643835616434
2409,2015年度,31-390,鳥取県,伯耆町,69455.0,11118.0,6.247076812376327
2410,2015年度,31-401,鳥取県,日南町,20654.0,4765.0,4.334522560335782
2411,2015年度,31-402,鳥取県,日野町,22634.0,3278.0,6.9048200122025625
2412,2015年度,31-403,鳥取県,江府町,14331.0,3004.0,4.770639147802929
2413,2015年度,31-404,,溝口町,,,
2414,2015年度,32-201,島根県,松江市,1253357.0,206230.0,6.077471754836833
2415,2015年度,32-202,島根県,浜田市,397944.0,58105.0,6.848704930728853
2416,2015年度,32-203,島根県,出雲市,1089192.0,171938.0,6.334795100559504
2417,2015年度,32-204,島根県,益田市,320620.0,47718.0,6.719057797895972
2418,2015年度,32-205,島根県,大田市,227694.0,35166.0,6.474833646135472
2419,2015年度,32-206,島根県,安来市,265662.0,39528.0,6.720856102003643
2420,2015年度,32-207,島根県,江津市,156916.0,24468.0,6.413111002125225
2421,2015年度,32-208,,平田市,,,
2422,2015年度,32-209,島根県,雲南市,191045.0,39032.0,4.89457368313179
2423,2015年度,32-301,,鹿島町,,,
2424,2015年度,32-302,,島根町,,,
2425,2015年度,32-303,,美保関町,,,
2426,2015年度,32-304,,東出雲町,,,
2427,2015年度,32-305,,八雲村,,,
2428,2015年度,32-306,,玉湯町,,,
2429,2015年度,32-307,,宍道町,,,
2430,2015年度,32-308,,八束町,,,
2431,2015年度,32-321,,広瀬町,,,
2432,2015年度,32-322,,伯太町,,,
2433,2015年度,32-341,,仁多町,,,
2434,2015年度,32-342,,横田町,,,
2435,2015年度,32-343,島根県,奥出雲町,61767.0,13063.0,4.728393171553242
2436,2015年度,32-361,,大東町,,,
2437,2015年度,32-362,,加茂町,,,
2438,2015年度,32-363,,木次町,,,
2439,2015年度,32-381,,三刀屋町,,,
2440,2015年度,32-382,,吉田村,,,
2441,2015年度,32-383,,掛合町,,,
2442,2015年度,32-384,,頓原町,,,
2443,2015年度,32-385,,赤来町,,,
2444,2015年度,32-386,島根県,飯南町,20743.0,5031.0,4.123037169548797
2445,2015年度,32-401,,斐川町,,,
2446,2015年度,32-402,,佐田町,,,
2447,2015年度,32-403,,多伎町,,,
2448,2015年度,32-404,,湖陵町,,,
2449,2015年度,32-405,,大社町,,,
2450,2015年度,32-421,,温泉津町,,,
2451,2015年度,32-422,,仁摩町,,,
2452,2015年度,32-441,島根県,川本町,22144.0,3442.0,6.433468913422429
2453,2015年度,32-442,,邑智町,,,
2454,2015年度,32-443,,大和村,,,
2455,2015年度,32-444,,羽須美村,,,
2456,2015年度,32-445,,瑞穂町,,,
2457,2015年度,32-446,,石見町,,,
2458,2015年度,32-447,,桜江町,,,
2459,2015年度,32-448,島根県,美郷町,18588.0,4900.0,3.7934693877551022
2460,2015年度,32-449,島根県,邑南町,53300.0,11101.0,4.801369246013873
2461,2015年度,32-462,,金城町,,,
2462,2015年度,32-463,,旭町,,,
2463,2015年度,32-464,,弥栄村,,,
2464,2015年度,32-465,,三隅町,,,
2465,2015年度,32-481,,美都町,,,
2466,2015年度,32-482,,匹見町,,,
2467,2015年度,32-501,島根県,津和野町,38939.0,7653.0,5.088070037893637
2468,2015年度,32-502,,日原町,,,
2469,2015年度,32-503,,柿木村,,,
2470,2015年度,32-504,,六日市町,,,
2471,2015年度,32-505,島根県,吉賀町,37829.0,6374.0,5.934891747725134
2472,2015年度,32-521,,西郷町,,,
2473,2015年度,32-522,,布施村,,,
2474,2015年度,32-523,,五箇村,,,
2475,2015年度,32-524,,都万村,,,
2476,2015年度,32-525,島根県,海士町,18080.0,2353.0,7.6838079048023795
2477,2015年度,32-526,島根県,西ノ島町,24397.0,3027.0,8.05979517674265
2478,2015年度,32-527,島根県,知夫村,3697.0,615.0,6.0113821138211385
2479,2015年度,32-528,島根県,隠岐の島町,125614.0,14608.0,8.598986856516976
2480,2015年度,33-100,岡山県,岡山市,5331942.0,719474.0,7.410889066178903
2481,2015年度,33-201,,岡山市,,,
2482,2015年度,33-202,岡山県,倉敷市,3501120.0,477118.0,7.338058928818447
2483,2015年度,33-203,岡山県,津山市,820684.0,103746.0,7.910512212519037
2484,2015年度,33-204,岡山県,玉野市,374000.0,60736.0,6.157797681770284
2485,2015年度,33-205,岡山県,笠岡市,291686.0,50568.0,5.768193323841165
2486,2015年度,33-207,岡山県,井原市,220261.0,41390.0,5.321599420149795
2487,2015年度,33-208,岡山県,総社市,386408.0,66855.0,5.779792087353227
2488,2015年度,33-209,岡山県,高梁市,196388.0,32075.0,6.122774746687451
2489,2015年度,33-210,岡山県,新見市,170250.0,30658.0,5.553199817339683
2490,2015年度,33-211,岡山県,備前市,196899.0,35179.0,5.597060746468063
2491,2015年度,33-212,岡山県,瀬戸内市,241716.0,36975.0,6.537281947261663
2492,2015年度,33-213,岡山県,赤磐市,262455.0,43214.0,6.073378997547091
2493,2015年度,33-214,岡山県,真庭市,299572.0,46124.0,6.4949267192784665
2494,2015年度,33-215,岡山県,美作市,202629.0,27977.0,7.242699360188727
2495,2015年度,33-216,岡山県,浅口市,176416.0,34235.0,5.153088944063093
2496,2015年度,33-301,,御津町,,,
2497,2015年度,33-303,,建部町,,,
2498,2015年度,33-305,,加茂川町,,,
2499,2015年度,33-321,,瀬戸町,,,
2500,2015年度,33-322,,山陽町,,,
2501,2015年度,33-323,,赤坂町,,,
2502,2015年度,33-324,,熊山町,,,
2503,2015年度,33-325,,吉井町,,,
2504,2015年度,33-342,,日生町,,,
2505,2015年度,33-344,,吉永町,,,
2506,2015年度,33-345,,佐伯町,,,
2507,2015年度,33-346,岡山県,和気町,80822.0,14412.0,5.60796558423536
2508,2015年度,33-361,,牛窓町,,,
2509,2015年度,33-362,,邑久町,,,
2510,2015年度,33-363,,長船町,,,
2511,2015年度,33-401,,灘崎町,,,
2512,2015年度,33-423,岡山県,早島町,70829.0,12154.0,5.827628764192858
2513,2015年度,33-427,,山手村,,,
2514,2015年度,33-428,,清音村,,,
2515,2015年度,33-441,,船穂町,,,
2516,2015年度,33-442,,金光町,,,
2517,2015年度,33-443,,鴨方町,,,
2518,2015年度,33-444,,寄島町,,,
2519,2015年度,33-445,岡山県,里庄町,79224.0,10929.0,7.2489706286028
2520,2015年度,33-461,岡山県,矢掛町,86266.0,14201.0,6.074642630800648
2521,2015年度,33-462,,美星町,,,
2522,2015年度,33-481,,芳井町,,,
2523,2015年度,33-503,,真備町,,,
2524,2015年度,33-521,,有漢町,,,
2525,2015年度,33-522,,北房町,,,
2526,2015年度,33-523,,賀陽町,,,
2527,2015年度,33-541,,成羽町,,,
2528,2015年度,33-542,,川上町,,,
2529,2015年度,33-543,,備中町,,,
2530,2015年度,33-561,,大佐町,,,
2531,2015年度,33-562,,神郷町,,,
2532,2015年度,33-563,,哲多町,,,
2533,2015年度,33-564,,哲西町,,,
2534,2015年度,33-581,,勝山町,,,
2535,2015年度,33-582,,落合町,,,
2536,2015年度,33-583,,湯原町,,,
2537,2015年度,33-584,,久世町,,,
2538,2015年度,33-585,,美甘村,,,
2539,2015年度,33-586,岡山県,新庄村,2851.0,866.0,3.292147806004619
2540,2015年度,33-587,,川上村,,,
2541,2015年度,33-588,,八束村,,,
2542,2015年度,33-589,,中和村,,,
