,5位数字ID,地点或企业,都道府县,市町村或企业,水量,硝酸盐浓度,Na浓度,Cl浓度,硬度,蒸发残留物,TOC
130,12-041,千葉県印西市(印旛),千葉県,印西市(印旛),1178.0,0.05,7.5,4.2,59.0,126.0,0.5
131,12-038,千葉県印西市(印西),千葉県,印西市(印西),3703.0,0.05,6.2,4.4,49.0,111.0,0.3
132,12-022,千葉県君津市,千葉県,君津市,28185.0,0.5962696469753415,18.01848500975696,15.530640411566436,112.38531133581692,181.93163029980485,0.46499201703033527
133,12-034,千葉県四街道市,千葉県,四街道市,23868.0,0.03477794536618066,13.114027149321268,6.209242500418972,53.48315736551031,139.65543824367353,0.39733534439416796
134,12-053,千葉県多古町,千葉県,多古町,4195.0,4.0353015494636475,10.564648390941596,12.558760429082241,79.33539928486293,176.91895113230035,0.3096066746126341
135,12-082,千葉県大多喜町,千葉県,大多喜町,905.0,0.45,10.0,7.8,100.0,188.0,0.3
136,12-025,千葉県富津市,千葉県,富津市,15603.0,0.6640774210087804,17.096904441453567,17.85381657373582,95.12529641735564,167.19887201179262,0.6986284688841888
137,12-037,千葉県富里市,千葉県,富里市,5269.0,1.44,8.1,9.5,75.0,150.0,0.3
138,12-073,千葉県山武市,千葉県,山武市,1749.0,0.17,6.4,5.9,54.0,122.0,0.29999999999999993
140,12-003,千葉県市原市,千葉県,市原市,11071.0,0.22096468250383888,10.594128804985996,6.783885827838496,84.56580254719537,167.90660283623882,0.3312076596513413
141,12-031,千葉県成田市,千葉県,成田市,13563.0,0.6062950674629507,7.628378677283785,8.62931504829315,69.28821057288211,134.82282680822826,0.392324706923247
142,12-014,千葉県我孫子市,千葉県,我孫子市,8448.0,0.02,43.0,36.2,62.0,252.0,0.8
143,12-062,千葉県旭市,千葉県,旭市,15925.0,1.7,26.8,51.2,72.0,207.0,0.6
144,12-020,千葉県木更津市,千葉県,木更津市,45428.0,0.23045478559478735,15.77791670335476,11.349711631592848,127.29288104252883,187.10216166241085,0.4074315400193712
145,12-061,千葉県東庄町,千葉県,東庄町,2129.0,1.67,32.1,47.2,76.0,214.0,0.6
146,12-066,千葉県東庄町(第2),千葉県,東庄町(第2),1896.0,1.66,31.9,47.3,76.0,210.0,0.6
147,12-004,千葉県松戸市,千葉県,松戸市,12233.0,0.02,21.69606801275239,13.744535273440693,75.16414616202076,185.3805280797842,0.5956102346112974
148,12-011,千葉県柏市,千葉県,柏市,110677.0,0.5553093235270201,18.900533082754322,18.628044670527753,70.92808803997217,176.4875358023799,0.6797735753589274
149,12-012,千葉県流山市,千葉県,流山市,45766.0,0.7899165319232618,26.8372416204169,23.707922912205568,74.56338766770091,197.43482060918586,0.9460210636717215
150,12-040,千葉県白井市,千葉県,白井市,3866.0,1.85,14.5,22.9,62.0,156.0,0.8
151,12-054,千葉県神崎町,千葉県,神崎町,1475.0,2.17,10.7,11.8,71.0,142.0,0.3
