,5位数字ID,地点或企业,都道府县,市町村或企业,水量,硝酸盐浓度,Na浓度,Cl浓度,硬度,蒸发残留物,TOC
152,12-006,千葉県習志野市,千葉県,習志野市,21621.0,0.02,10.309051385227326,7.090314971555433,79.47157855788353,155.18736413671894,0.4943157115767078
153,12-027,千葉県袖ケ浦市,千葉県,袖ケ浦市,19540.0,0.5865931422722621,18.880066530194473,16.761054247697032,106.14176049129989,174.73418628454453,0.5039815762538383
154,12-035,千葉県酒々井町,千葉県,酒々井町,6563.0,0.06,7.0,5.2,61.0,130.0,0.3
155,12-010,千葉県野田市,千葉県,野田市,27741.0,1.256712447280199,22.19454958364875,22.83090732129339,69.56850870552611,187.16481020871635,1.0855196279874553
156,12-060,千葉県銚子市,千葉県,銚子市,4594.0,1.66,32.3,47.8,77.0,222.0,0.6
157,12-094,千葉県鋸南町,千葉県,鋸南町,1128.0,2.56,31.6,39.3,93.0,250.0,0.7
159,30-019,和歌山県かつらぎ町,和歌山県,かつらぎ町,4751.0,1.874237002736266,8.84498000420964,7.51397600505157,65.77731003999158,178.65944011786993,0.2
160,30-020,和歌山県すさみ町,和歌山県,すさみ町,1491.0,0.3,7.0,6.8,12.0,55.0,0.09999999999999999
161,30-028,和歌山県上富田町,和歌山県,上富田町,21101.0,0.27270271551111325,5.21810814653334,3.6997298706222455,26.90810862044453,74.81891853466661,0.10000000000000002
162,30-010,和歌山県串本町,和歌山県,串本町,1852.0,0.2,6.729157667386609,9.332289416846653,10.389308855291576,71.14524838012959,0.1
163,30-023,和歌山県岩出市,和歌山県,岩出市,19429.0,1.57,8.0,8.0,60.0,133.0,0.5
164,30-014,和歌山県御坊市,和歌山県,御坊市,3098.0,0.39,5.299999999999999,4.6,27.0,62.0,0.2
165,30-031,和歌山県有田川町,和歌山県,有田川町,7263.0,0.93,4.6,3.8,43.0,107.0,0.1
166,30-011,和歌山県有田市,和歌山県,有田市,1582.0,0.8056005056890013,5.301390644753476,4.132869785082175,41.83565107458913,72.17825537294564,0.3
167,30-006,和歌山県橋本市,和歌山県,橋本市,5543.0,2.8,18.5,11.9,74.0,126.0,0.2
168,30-008,和歌山県海南市(下津),和歌山県,海南市(下津),4142.0,1.740656687590536,5.622404635441815,5.25683244809271,52.36504104297441,103.44374698213423,0.2
169,30-032,和歌山県湯浅町,和歌山県,湯浅町,6795.0,1.0405916114790288,7.381898454746137,6.600794701986755,350.2600441501104,89.3346578366446,0.9476379690949228
170,30-007,和歌山県白浜町,和歌山県,白浜町,20865.0,0.27721543254253533,5.826585190510423,5.615192906781693,29.5190031152648,89.12662353223101,0.1
171,30-026,和歌山県紀の川市(河北),和歌山県,紀の川市(河北),30580.0,1.863080444735121,12.391334205362982,9.970176586003925,64.729234793983,183.26160889470242,0.30470896010464354
172,30-033,和歌山県紀の川市(河南),和歌山県,紀の川市(河南),10630.0,1.6911571025399812,7.323894637817498,8.613264346190029,62.56632173095014,158.49106302916275,0.28805268109125115
173,11-004,埼玉県さいたま市,埼玉県,さいたま市,34219.0,1.9847020661036268,18.300774423565855,12.112580730003799,52.97027966918963,135.5568543791461,0.2968029457319033
174,11-067,埼玉県ときがわ町,埼玉県,ときがわ町,1414.0,1.5,2.6,4.7,41.0,47.0,0.3
175,11-040,埼玉県ふじみ野市,埼玉県,ふじみ野市,5787.0,1.4,8.5,12.3,31.0,92.0,0.3
176,11-059,埼玉県三芳町,埼玉県,三芳町,4713.0,4.04,9.9,4.1,50.0,106.0,0.3
177,11-055,埼玉県三郷市,埼玉県,三郷市,7765.0,0.1,52.19386992916935,34.0960206052801,75.36548615582743,235.92620734063104,1.0
178,11-038,埼玉県上尾市,埼玉県,上尾市,18130.0,0.05,34.68442360728075,31.700816326530614,70.61235521235521,199.03574186431328,1.0226365140650855
179,11-082,埼玉県上里町,埼玉県,上里町,14604.0,5.109394686387292,12.3,15.20892906053136,185.0,266.79813749657626,0.3
180,11-025,埼玉県久喜市,埼玉県,久喜市,6267.0,0.05,27.244518908568697,24.596409765438004,68.19770224988032,184.31019626615605,1.1238391574916227
181,11-073,埼玉県伊奈町,埼玉県,伊奈町,2377.0,0.1,51.7,87.3,130.0,322.0,1.1
182,11-056,埼玉県八潮市,埼玉県,八潮市,4724.0,0.05,29.8,1.6,36.0,143.0,0.6
183,11-084,埼玉県加須市,埼玉県,加須市,14747.0,0.03,35.394853190479424,56.44318166406727,100.85956465721841,254.72062114328338,0.6183291516918695
184,11-030,埼玉県吉川市,埼玉県,吉川市,1900.0,0.05,52.8,39.1,66.0,249.0,1.3
185,11-036,埼玉県和光市,埼玉県,和光市,24728.0,5.004682950501456,11.49771109673245,18.37924215464251,95.18679230022646,170.62904399870592,0.3
187,11-026,埼玉県宮代町,埼玉県,宮代町,5655.0,0.1,37.96795755968169,49.72350132625995,106.62617152961981,259.8992042440318,1.5540053050397877
188,11-051,埼玉県富士見市,埼玉県,富士見市,1723.0,11.1,14.193905977945443,20.49187463726059,88.78177597214162,231.7260591990714,0.3
189,11-034,埼玉県小川町,埼玉県,小川町,7378.0,2.3,8.0,7.6,98.0,149.0,0.5
190,11-071,埼玉県嵐山町,埼玉県,嵐山町,6817.0,1.1747249523250696,11.548349713950417,10.156051048848465,104.2527504767493,157.28575619774094,0.6
191,11-007,埼玉県川口市,埼玉県,川口市,26268.0,2.142158900563423,26.421649916247908,14.804408405664688,62.91175574843916,157.96139789858384,0.3
192,11-028,埼玉県川島町,埼玉県,川島町,5541.0,0.03,20.1,4.7,75.0,163.0,0.8
193,11-008,埼玉県川越市,埼玉県,川越市,10761.0,4.930889322553665,14.138788216708484,14.031883653935509,72.2326921289843,166.4835052504414,0.3
194,11-023,埼玉県幸手市,埼玉県,幸手市,5488.0,0.09999999999999999,22.442346938775508,2.0247448979591836,60.21683673469388,173.7015306122449,2.023724489795918
195,11-016,埼玉県志木市,埼玉県,志木市,8554.0,8.550467617488895,13.275555295768063,18.90502688800561,90.76256722001403,211.2713350479308,0.3
196,11-009,埼玉県戸田市,埼玉県,戸田市,30390.0,2.8874267851266864,12.767324777887463,12.296841066140177,74.99210266535044,143.19809147745968,0.3
197,11-005,埼玉県所沢市,埼玉県,所沢市,10517.0,0.2504744699058667,7.725710754017306,2.6637729390510603,62.60330892840164,115.76609299229818,0.2
198,11-039,埼玉県新座市,埼玉県,新座市,12796.0,2.42049077836824,9.566481713035323,7.445748671459832,67.38613629259143,151.43810565801812,0.3
199,11-063,埼玉県日高市,埼玉県,日高市,10492.0,0.9456462066336258,7.541040792985132,4.449313762866947,93.30747235989325,143.75695768204346,0.3
200,11-021,埼玉県春日部市,埼玉県,春日部市,8955.0,0.1,53.1798324958124,88.86311557788945,98.70854271356784,317.6646566164154,1.0071915131211613
201,11-041,埼玉県朝霞市,埼玉県,朝霞市,12001.0,7.50718773435547,11.293492208982583,14.353178901758186,83.43329722523123,181.72743938005166,0.3
202,11-022,埼玉県本庄市,埼玉県,本庄市,21774.0,7.0504918710388536,18.93737944337283,17.80454670708184,185.4400661339212,300.0139156792505,0.3305823459171489
203,11-037,埼玉県杉戸町,埼玉県,杉戸町,674.0,0.1,34.5,20.0,68.0,205.0,1.2
204,11-045,埼玉県東松山市,埼玉県,東松山市,7577.0,2.0758017685099643,7.748396462980071,10.248396462980072,91.51603537019929,147.93585851920284,0.3483964629800713
206,11-049,埼玉県毛呂山町,埼玉県,毛呂山町,6258.0,3.06,14.6,14.3,86.0,160.0,0.3
207,11-002,埼玉県深谷市,埼玉県,深谷市,36955.0,5.625165742118794,19.793611148694357,29.71127858205926,141.75234744960088,257.1138140982276,0.356793397375186
208,11-052,埼玉県熊谷市,埼玉県,熊谷市,48800.0,3.1612254098360655,13.751098360655737,12.315391393442622,106.36127049180328,183.7557581967213,0.3040061475409836
209,11-020,埼玉県狭山市,埼玉県,狭山市,1037.0,0.7426229508196721,9.87377049180328,2.345901639344262,56.42622950819672,119.8360655737705,0.4
210,11-029,埼玉県白岡市,埼玉県,白岡市,3242.0,0.10000000000000002,50.522208513263415,98.05447254781,124.35163479333744,378.15792720542873,1.1512029611351018
212,11-079,埼玉県美里町,埼玉県,美里町,2744.0,4.424580903790087,16.176676384839652,39.78990524781341,155.67310495626822,261.77623906705537,0.5
213,11-012,埼玉県羽生市,埼玉県,羽生市,6723.0,0.1,41.65385988398037,91.49290495314592,148.18340026773762,332.2070504239179,0.5
214,11-013,埼玉県草加市,埼玉県,草加市,10338.0,0.05000000000000001,42.404817179338366,16.261597988005416,41.75120913136003,160.10485587154187,0.5145869607274134
215,11-054,埼玉県蓮田市,埼玉県,蓮田市,2208.0,0.1,35.1,40.6,145.0,277.0,2.4
216,11-019,埼玉県蕨市,埼玉県,蕨市,22405.0,5.110978353046195,14.991046641374691,19.38615487614372,83.53483597411292,180.53898683329615,0.1
217,11-014,埼玉県行田市,埼玉県,行田市,15038.0,0.1,29.9,12.8,62.0,165.0,0.3
219,11-003,埼玉県飯能市,埼玉県,飯能市,9211.0,0.85,4.8,2.9,73.0,100.0,0.5
220,11-080,埼玉県鳩山町,埼玉県,鳩山町,231.0,1.59,10.6,13.9,98.0,167.0,0.4
221,11-027,埼玉県鴻巣市,埼玉県,鴻巣市,22838.0,0.48961380155880546,40.72884665907698,36.581622734039755,97.57907872843506,236.2945091514143,0.3650363429372099
222,44-007,大分県佐伯市,大分県,佐伯市,23529.0,0.6139997449955374,8.543129754770709,6.2712822474393315,43.81597177950614,89.29232011560202,0.3
223,44-004,大分県別府市,大分県,別府市,5261.0,0.5031115757460559,11.31455996958753,6.357954761452195,42.07546093898498,137.42634480136857,0.3
224,44-001,大分県大分市,大分県,大分市,5538.0,0.6769934994582882,8.547273383893103,8.275099313831708,69.9041170097508,123.1459010473095,0.22479234380642832
225,44-016,大分県日出町,大分県,日出町,5238.0,0.30274914089347077,7.912943871706759,4.123654066437572,34.45131729667812,118.19587628865979,0.3
226,44-006,大分県日田市,大分県,日田市,8039.0,1.8539532280134343,9.587573081229008,6.8686403781564875,47.48874238089314,154.912426918771,0.09999999999999999
227,44-013,大分県杵築市,大分県,杵築市,7819.0,0.20083130835145158,15.375406062156287,14.891341603785651,53.321780278808035,138.86046809054866,1.2981455429083002
228,44-010,大分県津久見市,大分県,津久見市,6987.0,1.4968083583798484,7.308487190496637,6.442650636897094,77.93330470874481,125.16874194933447,0.3
229,44-002,大分県由布市(湯布院),大分県,由布市(湯布院),5779.0,0.3550268212493511,6.24670358193459,4.665443848416681,34.3928015227548,93.37947741823845,0.3
230,44-011,大分県竹田市,大分県,竹田市,3832.0,1.4777922755741126,9.687839248434239,4.333402922755741,62.29149269311065,171.81367432150313,0.3
231,44-008,大分県臼杵市,大分県,臼杵市,10562.0,0.6100738496496876,7.706476046203368,6.226500662753267,66.32200340844537,121.06542321530013,0.3
232,44-015,大分県豊後大野市,大分県,豊後大野市,381.0,1.6999999999999997,13.0,6.200000000000001,48.0,170.0,0.3
233,44-012,大分県豊後高田市,大分県,豊後高田市,2292.0,0.29162303664921463,13.916230366492147,6.142408376963351,62.6282722513089,190.0,0.29999999999999993
234,27-018,大阪府交野市,大阪府,交野市,15023.0,0.13,16.4,5.7,58.0,163.0,0.5
235,27-008,大阪府吹田市,大阪府,吹田市,8303.0,0.35,16.3,7.6,50.0,149.0,0.2
236,27-019,大阪府四條畷市,大阪府,四條畷市,15705.0,0.8963069086278256,16.07386182744349,16.055396370582617,40.64629099013053,92.77268385864375,0.792613817255651
237,27-002,大阪府堺市,大阪府,堺市,267213.0,0.9095662636174138,15.034068327514007,15.589130019871787,39.18954167649029,85.22806525131637,0.7
238,27-034,大阪府太子町,大阪府,太子町,3012.0,1.0,16.0,15.700000000000001,910.0,199.0,0.39999999999999997
239,27-030,大阪府富田林市,大阪府,富田林市,6323.0,1.0,20.5,19.0,143.0,262.0,0.6
240,27-039,大阪府岸和田市,大阪府,岸和田市,4211.0,0.41,17.2,8.4,54.0,169.0,0.2
241,27-012,大阪府島本町,大阪府,島本町,8629.0,1.13,9.2,6.4,91.0,141.0,0.3
242,27-038,大阪府忠岡町,大阪府,忠岡町,5751.0,0.9000000000000001,0.0,16.1,0.0,0.0,0.7
243,27-009,大阪府摂津市,大阪府,摂津市,9562.0,0.1,13.3,10.8,77.0,210.0,0.5
244,27-022,大阪府柏原市,大阪府,柏原市,16183.0,1.0,21.1,25.9,88.0,178.0,0.6
245,27-044,大阪府泉南市,大阪府,泉南市,1800.0,0.1,21.1,14.4,43.0,195.0,0.3
246,27-042,大阪府熊取町,大阪府,熊取町,746.0,1.0,5.4,3.9,30.0,79.0,2.1
247,27-004,大阪府箕面市,大阪府,箕面市,3149.0,0.1,18.5,16.4,83.0,202.0,0.4
248,27-050,大阪府能勢町,大阪府,能勢町,251.0,1.0,7.2163346613545825,9.105179282868527,40.25099601593625,80.83266932270917,0.7780876494023905
249,27-010,大阪府茨木市,大阪府,茨木市,10990.0,0.1,14.0,7.0,62.0,157.0,0.3
251,27-040,大阪府貝塚市,大阪府,貝塚市,14962.0,0.01,12.9,4.0,45.0,140.0,0.3
252,27-011,大阪府高槻市,大阪府,高槻市,33088.0,0.1,46.0,34.0,84.0,235.0,0.4
253,29-019,奈良県三宅町,奈良県,三宅町,1554.0,0.02,39.7,8.9,71.0,220.0,1.8000000000000003
254,29-027,奈良県上牧町,奈良県,上牧町,5563.0,0.53,10.0,12.0,50.0,100.0,0.9
255,29-002,奈良県大和郡山市,奈良県,大和郡山市,16167.0,0.02381703470031546,31.691798107255522,23.008517350157728,63.85488958990536,227.608832807571,1.0946372239747635
256,29-005,奈良県天理市,奈良県,天理市,4793.0,0.02,23.0,4.3,66.0,182.0,0.8999999999999999
257,29-030,奈良県安堵町,奈良県,安堵町,1159.0,0.05,105.0,125.0,93.0,460.0,1.8000000000000003
258,29-029,奈良県川西町,奈良県,川西町,1600.0,0.02,39.5,23.4,84.0,273.0,1.4
259,29-021,奈良県平群町,奈良県,平群町,253.0,0.060790513833992095,23.881422924901187,7.587351778656127,97.03952569169961,223.67193675889328,0.21976284584980238
260,29-008,奈良県御所市,奈良県,御所市,4107.0,0.15097151205259315,27.445872899926957,27.79564158753348,119.54857560262965,252.2800097394692,1.1610908205502801
261,29-013,奈良県斑鳩町,奈良県,斑鳩町,2835.0,0.05,55.974603174603175,61.29206349206349,69.51428571428572,284.48571428571427,0.8561904761904763
262,29-024,奈良県河合町,奈良県,河合町,593.0,0.05,50.0,53.0,115.0,320.0,1.3
263,29-014,奈良県王寺町,奈良県,王寺町,2898.0,0.49,27.0,26.0,92.0,215.0,0.8
264,29-009,奈良県生駒市,奈良県,生駒市,13323.0,1.0552840951737597,18.710050288973953,10.599737296404713,57.09997748254897,162.13472941529685,0.34170982511446374
265,29-011,奈良県田原本町,奈良県,田原本町,5937.0,0.02,50.4,26.7,92.0,271.0,1.4
266,04-002,宮城県仙台市,宮城県,仙台市,72.0,0.54,3.5,3.1,14.0,46.0,0.2
267,04-063,宮城県利府町,宮城県,利府町,2660.0,0.1,8.7,5.1,56.0,141.0,0.3
268,04-074,宮城県加美町,宮城県,加美町,4005.0,0.019999999999999997,10.510786516853932,4.219825218476904,27.60349563046192,141.5043695380774,0.29999999999999993
270,04-013,宮城県多賀城市,宮城県,多賀城市,216.0,0.05,178.4,32.6,10.0,471.0,1.3
271,04-079,宮城県大崎市,宮城県,大崎市,39906.0,0.4140257104194858,9.843437077131258,9.492780534255502,19.959229188593195,80.64017942164085,0.5403598456372475
272,04-023,宮城県大河原町,宮城県,大河原町,2240.0,0.7,12.0,11.3,66.0,118.0,0.4
273,04-052,宮城県大衡村,宮城県,大衡村,1680.0,0.1,6.1,4.7,13.0,63.0,0.9
274,04-058,宮城県大郷町,宮城県,大郷町,560.0,0.72,14.5,6.1,67.0,179.0,0.3
275,04-059,宮城県山元町,宮城県,山元町,1286.0,0.9005909797822707,13.099066874027992,9.459875583203733,52.79704510108865,163.21928460342147,0.3
276,04-060,宮城県川崎町,宮城県,川崎町,124.0,0.4,4.9,2.0,16.0,66.0,0.3
277,04-076,宮城県栗原市,宮城県,栗原市,14224.0,0.3732972440944882,7.335833802024746,6.939623172103488,41.38723284589426,128.2570303712036,1.5055258717660291
278,04-008,宮城県気仙沼市,宮城県,気仙沼市,3620.0,0.820414364640884,16.833453038674033,19.213950276243093,74.02375690607735,126.06519337016574,0.3
279,04-017,宮城県涌谷町,宮城県,涌谷町,597.0,0.02,22.3,8.5,88.0,208.0,0.4
280,04-075,宮城県登米市,宮城県,登米市,37.0,0.45000000000000007,12.9,9.2,115.0,161.0,0.3
281,04-068,宮城県色麻町,宮城県,色麻町,2622.0,0.23276506483600307,6.814721586575134,4.258466819221968,25.887109077040428,111.593058733791,0.20000000000000004
282,04-070,宮城県蔵王町,宮城県,蔵王町,703.0,1.0837837837837838,7.627027027027028,3.4594594594594597,34.32432432432432,124.97297297297297,0.3
284,45-012,宮崎県三股町,宮崎県,三股町,8004.0,0.7956021989005498,7.2824087956021994,3.589005497251374,30.86806596701649,109.38430784607696,0.30000000000000004
285,45-007,宮崎県串間市,宮崎県,串間市,5698.0,1.9386100386100384,9.1,9.20888030888031,44.455598455598455,137.5791505791506,0.3
286,45-014,宮崎県国富町,宮崎県,国富町,7507.0,0.6,5.9,3.1,46.0,79.0,0.3
287,45-001,宮崎県宮崎市,宮崎県,宮崎市,10158.0,1.5170269738137427,10.778716282732821,12.42128371726718,49.851348690687146,108.4898602087025,0.3
288,45-008,宮崎県小林市,宮崎県,小林市,8147.0,1.6,8.9,5.6,72.0,191.0,0.3
289,45-023,宮崎県川南町,宮崎県,川南町,5920.0,2.8401182432432432,8.612922297297297,6.913260135135135,37.595439189189186,105.74408783783784,0.3
290,45-002,宮崎県延岡市,宮崎県,延岡市,41969.0,0.6631871142986491,5.217848888465296,3.101679811289285,32.154328194619836,84.20648573947437,0.3
291,45-003,宮崎県日南市,宮崎県,日南市,18561.0,0.5455848284036421,8.266537363288617,6.162383492268735,39.49156834222294,86.03739022681968,0.29999999999999993
292,45-031,宮崎県旧野尻町,宮崎県,旧野尻町,2575.0,1.9626330097087377,8.861825242718448,4.497087378640777,43.644271844660196,134.59223300970874,0.29999999999999993
293,45-026,宮崎県綾町,宮崎県,綾町,2477.0,1.4,5.1,3.4,46.0,83.0,0.3
294,45-027,宮崎県西都市,宮崎県,西都市,7387.0,0.4412887505076486,2.622025179369162,2.1046026803844593,25.201841072153783,47.825775010152974,0.3
295,45-004,宮崎県都城市,宮崎県,都城市,47464.0,1.5285943030507332,11.387333558065057,6.151567503792349,45.714689027473455,162.7119501095567,0.3
296,45-028,宮崎県都農町,宮崎県,都農町,3700.0,0.4,3.4,3.0,8.0,28.0,0.3
297,45-024,宮崎県門川町,宮崎県,門川町,8437.0,0.43,5.3,3.6,24.0,53.0,0.3
298,45-006,宮崎県高原町,宮崎県,高原町,1000.0,1.481,5.911,3.4945,40.795,125.47,0.3
299,45-018,宮崎県高鍋町,宮崎県,高鍋町,3648.0,0.6,6.7,5.4,35.0,82.0,0.3
300,16-022,富山県上市町,富山県,上市町,5824.0,0.3718149038461538,3.6568509615384617,2.780975274725275,34.401614010989015,64.45655906593407,0.3
301,16-030,富山県南砺市,富山県,南砺市,3539.0,0.6799604408024866,9.104125459169257,6.694829047753602,17.99434868606951,70.63577281718,0.29999999999999993
302,16-004,富山県富山市,富山県,富山市,28458.0,0.8476843066975897,5.90622320612833,5.789127837514934,61.89619790568557,103.22274931477968,0.30000000000000004
303,16-003,富山県射水市,富山県,射水市,424.0,0.6257075471698114,5.539150943396226,5.918396226415093,34.818396226415096,77.94811320754717,0.3
304,16-005,富山県小矢部市,富山県,小矢部市,564.0,0.9299999999999999,7.0,14.3,58.0,110.0,0.3
305,16-009,富山県滑川市,富山県,滑川市,13754.0,0.31018176530463865,3.400290824487422,2.3002181183655663,33.996364693907225,63.999272938781445,0.3
306,16-031,富山県砺波市,富山県,砺波市,15301.0,0.4104751323442913,3.673511535193778,3.560819554277498,33.27847853081498,52.192667145938174,0.3
307,16-020,富山県立山町,富山県,立山町,4509.0,0.9871368374362386,4.863960966954979,5.074717232202262,58.602129075182965,113.51829673985362,0.29999999999999993
308,16-002,富山県高岡市,富山県,高岡市,665.0,0.78,5.1,6.1,41.0,73.0,0.3
309,16-007,富山県魚津市,富山県,魚津市,9673.0,0.51,3.1,2.2,47.0,61.0,0.3
310,16-029,富山県黒部市,富山県,黒部市,11090.0,0.46159873760144277,4.0020559062218215,3.202849413886384,35.64490532010821,67.91956717763752,0.3
311,35-001,山口県下関市,山口県,下関市,3421.0,0.5488512130955862,13.871499561531717,27.042940660625547,60.58374744226834,140.24554223911136,0.48459514761765565
312,35-011,山口県光市,山口県,光市,26727.0,0.5,7.6,5.9,32.0,54.0,0.5
313,35-004,山口県山口市,山口県,山口市,26032.0,1.0682786570374923,8.911604947756606,7.54215196681008,42.018938229870926,91.96438998156115,0.2
314,35-010,山口県山陽小野田市,山口県,山陽小野田市,11.0,0.02,11.1,9.2,93.0,152.0,3.1
315,35-009,山口県岩国市,山口県,岩国市,4151.0,0.6585304745844375,7.027920982895688,5.626885087930619,34.28426885087931,78.49385690195133,0.3
316,35-014,山口県美祢市,山口県,美祢市,5123.0,0.9899999999999999,10.3,12.6,159.0,219.0,0.3
317,35-005,山口県萩市,山口県,萩市,15039.0,0.3402287386129397,8.1011436930647,8.701143693064699,28.997140767338255,61.507148081654364,0.3
318,35-007,山口県防府市,山口県,防府市,36384.0,1.064214489885664,8.241639182058048,7.468607080035182,35.03391600703606,81.2722075637643,0.3
319,06-030,山形県大江町,山形県,大江町,545.0,0.2,4.6,5.0,46.0,70.0,0.2
320,06-014,山形県寒河江市,山形県,寒河江市,8584.0,1.1054287045666356,6.470456663560113,7.208480894687792,40.493359739049396,85.87581547064306,0.3
321,06-043,山形県小国町,山形県,小国町,1974.0,0.3221884498480243,5.325835866261398,5.5,18.0,46.37082066869301,0.31854103343465046
323,06-019,山形県庄内町,山形県,庄内町,945.0,0.4,11.0,14.0,62.0,160.0,0.3
324,06-010,山形県新庄市,山形県,新庄市,12867.0,0.4008626719515038,4.110639620735213,4.618403668298749,20.028755731716796,49.097769487837105,0.2
325,06-044,山形県最上町,山形県,最上町,1228.0,0.2763843648208469,14.126221498371336,5.92915309446254,53.86726384364821,102.36156351791531,0.2
326,06-031,山形県朝日町,山形県,朝日町,2017.0,0.3536936043629152,6.1206742687159155,4.936936043629152,30.083787803668816,66.76846802181457,0.3536936043629152
327,06-012,山形県東根市,山形県,東根市,728.0,2.5,14.0,16.0,81.0,150.0,0.3
328,06-045,山形県真室川町,山形県,真室川町,541.0,0.6,7.800000000000001,6.5,25.0,70.0,0.3
329,06-039,山形県西川町,山形県,西川町,2571.0,0.2,4.7,5.1,24.0,66.0,0.2
330,06-033,山形県遊佐町,山形県,遊佐町,3598.0,1.1,8.5,14.0,30.0,71.0,0.2
331,06-006,山形県酒田市,山形県,酒田市,20.0,0.8,12.0,13.0,92.0,160.0,0.3
332,06-041,山形県金山町,山形県,金山町,1115.0,0.2,7.2,9.3,18.0,53.0,0.6
333,06-022,山形県長井市,山形県,長井市,1697.0,0.23565114908662346,4.203476723629935,4.967825574543311,22.069534472598704,59.782557454331176,0.2
334,06-015,山形県高畠町,山形県,高畠町,2333.0,1.5097256750964423,9.060008572653237,7.347835405057865,37.240891555936564,78.7423917702529,0.33339048435490787
335,06-008,山形県鶴岡市,山形県,鶴岡市,5111.0,0.5416748190178046,7.997612991586773,12.042359616513403,21.355312072001567,62.13656818626492,0.3
336,19-021,山梨県中央市,山梨県,中央市,6644.0,1.5089163154726069,7.438711619506322,7.4024081878386525,90.5450030102348,177.8860626128838,0.3
337,19-011,山梨県南アルプス市,山梨県,南アルプス市,13492.0,2.921094722798695,8.250207530388378,4.776297064927364,105.21108805217906,162.5032611918174,0.29999999999999993
338,19-007,山梨県富士吉田市,山梨県,富士吉田市,4527.0,0.9148221780428539,6.3292688314557095,3.248818201899713,50.899712834106474,97.76165230837199,0.3
339,19-010,山梨県富士川町,山梨県,富士川町,4284.0,1.269000933706816,11.758309990662934,3.895214752567694,113.26657329598505,159.18977591036415,0.3
340,19-004,山梨県富士河口湖町,山梨県,富士河口湖町,16545.0,0.7414572378362043,7.24185554548202,2.4956482320942883,43.44811121184648,107.33145965548503,0.3
341,19-013,山梨県山梨市,山梨県,山梨市,11644.0,5.265631226382687,13.45504981106149,7.439058742700103,79.95087598763311,193.23067674338716,0.3
342,19-016,山梨県市川三郷町,山梨県,市川三郷町,5148.0,2.902680652680653,18.189393939393938,8.557284382284383,113.75874125874125,182.36596736596738,0.3
343,19-026,山梨県忍野村,山梨県,忍野村,2145.0,0.4,4.1,1.5,37.0,85.0,0.3
345,19-009,山梨県甲州市(塩山),山梨県,甲州市(塩山),2263.0,4.650441891294742,12.035749005744586,6.8904993371630585,67.31285903667698,164.0,0.3
346,19-001,山梨県甲府市,山梨県,甲府市,20437.0,1.5076772520428634,7.4763321426823905,7.6590595488574635,73.34711552576209,131.51651416548418,0.30000000000000004
347,19-023,山梨県甲斐市(双葉),山梨県,甲斐市(双葉),6443.0,0.8360856743752909,7.876268818873194,3.636970355424492,48.46593201924569,141.29318640384915,0.29999999999999993
348,19-015,山梨県甲斐市(竜王),山梨県,甲斐市(竜王),14881.0,1.0761239164034675,7.412143001142397,8.455681741818426,67.5687117801223,108.79430145823534,0.29999999999999993
349,19-042,山梨県笛吹市,山梨県,笛吹市,18996.0,4.5629732575279,15.692014108233312,9.170714887344705,82.9565698041693,179.25231627711096,0.28340703305959153
350,19-003,山梨県都留市,山梨県,都留市,10511.0,0.7505851013224241,4.156540766815716,1.4445342974027209,49.00218818380744,82.63200456664447,0.3
351,19-012,山梨県韮崎市,山梨県,韮崎市,4856.0,1.605300658978583,8.697940691927512,5.889497528830312,77.11717462932455,146.60317133443164,0.3570840197693575
352,21-005,岐阜県中津川市,岐阜県,中津川市,598.0,0.6941471571906355,3.445819397993311,1.3959866220735788,19.83277591973244,48.414715719063544,0.3
353,21-044,岐阜県北方町,岐阜県,北方町,7181.0,0.9299999999999999,4.4,3.2,72.0,110.0,0.3
354,21-021,岐阜県各務原市,岐阜県,各務原市,48999.0,3.27626706667483,11.713320680013878,8.303418437110961,49.12432906794016,123.99630604706219,0.29999999999999993
355,21-014,岐阜県垂井町,岐阜県,垂井町,95865.0,1.5727272727272728,7.509090909090909,4.545454545454546,39.63636363636363,67.0,0.3
356,21-013,岐阜県大垣市,岐阜県,大垣市,56470.0,0.8859606870904905,5.624992031166992,3.1402585443598374,54.98891446785904,90.49709580308128,0.3
357,21-043,岐阜県大野町,岐阜県,大野町,8792.0,0.867472702456779,3.741947224749773,2.7795268425841675,50.89058234758872,77.32779799818016,0.29999999999999993
358,21-048,岐阜県安八町,岐阜県,安八町,10558.0,0.5499999999999999,5.1,3.25,39.0,75.5,0.3
359,21-062,岐阜県山県市(美山),岐阜県,山県市(美山),2746.0,0.5573925710123816,1.7562272396212675,1.6715950473415877,104.34814275309542,117.1944646758922,0.3
360,21-061,岐阜県山県市(高富),岐阜県,山県市(高富),7348.0,1.3582199237887862,5.398639085465433,4.261186717474142,59.819542732716386,97.65514425694066,0.3
361,21-025,岐阜県岐南町,岐阜県,岐南町,9249.0,2.7334933506325005,11.197902475943344,7.1576278516596386,42.2188344685912,131.91501783976645,0.3
362,21-002,岐阜県岐阜市,岐阜県,岐阜市,143356.0,0.9530081754513242,5.2173079606015795,3.6420400959848207,42.33423784145763,77.9164806495717,0.2
363,21-026,岐阜県御嵩町,岐阜県,御嵩町,1060.0,0.31,3.5,3.7,14.0,45.0,0.3
364,21-012,岐阜県恵那市,岐阜県,恵那市,6293.0,0.3901223581757508,2.901334816462736,1.8989988876529476,14.995550611790879,59.98776418242492,1.2991101223581758
